front,back,lemma,pos,gender,plural,plural_display,plural_alternatives,translations,translation_source,example,example_cloze,frequency,book
schwelender,black-(von-lichtloser-misery,schwelender,ADJ,,,,,black-(von-lichtloser-misery,heuristic-compound-split,er gab einen lauten Schrei von sich und schon war nichts mehr von ihm übrig als ein schwelender Haufen Asche auf dem Boden.,er gab einen lauten Schrei von sich und schon war nichts mehr von ihm übrig als ein {{c1::schwelender}} Haufen Asche auf dem Boden.,1,02_harry_potter_und_die_kammer_des_schreckens
schwellender,shine-corrugated,schwellender,ADJ,,,,,shine-corrugated,heuristic-compound-split,"»Nun, an diesem Halloween ist mein fünfhundertster Todestag«, sagte der Fast Kopflose Nick mit schwellender Brust und würdevollem Blick.","»Nun, an diesem Halloween ist mein fünfhundertster Todestag«, sagte der Fast Kopflose Nick mit {{c1::schwellender}} Brust und würdevollem Blick.",1,02_harry_potter_und_die_kammer_des_schreckens
schützenden,,schützenden,ADJ,,,,,,,"Unterdessen kam es hinter dem Rücken der Lehrer zu einem blühenden Handel mit Talismanen, Amuletten und anderen schützenden Utensilien.","Unterdessen kam es hinter dem Rücken der Lehrer zu einem blühenden Handel mit Talismanen, Amuletten und anderen {{c1::schützenden}} Utensilien.",1,02_harry_potter_und_die_kammer_des_schreckens
siegestrunken,,siegestrunken,ADJ,,,,,,,Mit siegestrunkenem Blick kam Filch herein.,Mit {{c1::siegestrunkenem}} Blick kam Filch herein.,1,02_harry_potter_und_die_kammer_des_schreckens
signierte,signed,signierte,ADJ,,,,,signed,heuristic-pastpart,Dort signierte Gilderoy Lockhart seine Bücher.,Dort {{c1::signierte}} Gilderoy Lockhart seine Bücher.,1,02_harry_potter_und_die_kammer_des_schreckens
singenden,singing,singenden,ADJ,,,,,singing,heuristic-participle,"Und wenn Harry seinen Ohren trauen durfte, hatte eine Stimme aus dem alten Radio über der Spüle gerade die »Hexenstunde« angekündigt, »mit der bezaubernden singenden Hexe Celestina Warbeck«.","Und wenn Harry seinen Ohren trauen durfte, hatte eine Stimme aus dem alten Radio über der Spüle gerade die »Hexenstunde« angekündigt, »mit der bezaubernden {{c1::singenden}} Hexe Celestina Warbeck«.",1,02_harry_potter_und_die_kammer_des_schreckens
sinnlos,senseless; absurd,sinnlos,ADJ,,,,,senseless; absurd,dictionary-en,"In den ersten Wochen nach seiner Rückkehr hatte sich Harry einen Spaß daraus gemacht, sinnlose Wörter vor sich hin zu murmeln und mit anzusehen, wie Dudley, so schnell seine plumpen Beine ihn trugen, aus dem Zimmer floh.","In den ersten Wochen nach seiner Rückkehr hatte sich Harry einen Spaß daraus gemacht, {{c1::sinnlose}} Wörter vor sich hin zu murmeln und mit anzusehen, wie Dudley, so schnell seine plumpen Beine ihn trugen, aus dem Zimmer floh.",1,02_harry_potter_und_die_kammer_des_schreckens
sirupdick,syrup-(lösung-thick-(vom-umfang-her-bedeutend,sirupdick,ADJ,,,,,syrup-(lösung-thick-(vom-umfang-her-bedeutend,heuristic-compound-split,"Hinter ihr hörten sie das Blubb, Blubb des sirupdicken Zaubertranks.","Hinter ihr hörten sie das Blubb, Blubb des {{c1::sirupdicken}} Zaubertranks.",1,02_harry_potter_und_die_kammer_des_schreckens
sitzenden,sitting; fitting,sitzenden,ADJ,,,,,sitting; fitting,heuristic-participle,Sein goldenes Haar schimmerte unter einem perfekt sitzenden türkisfarbenen Hut mit Goldrand hervor.,Sein goldenes Haar schimmerte unter einem perfekt {{c1::sitzenden}} türkisfarbenen Hut mit Goldrand hervor.,1,02_harry_potter_und_die_kammer_des_schreckens
skelettdürre,skeleton-dry,skelettdürre,ADJ,,,,,skeleton-dry,heuristic-compound-split,"Es war Mrs Norris, die skelettdürre graue Katze, die der Hausmeister Argus Filch als eine Art Gehilfin in seiner endlosen Schlacht gegen die Schüler einsetzte.","Es war Mrs Norris, die {{c1::skelettdürre}} graue Katze, die der Hausmeister Argus Filch als eine Art Gehilfin in seiner endlosen Schlacht gegen die Schüler einsetzte.",1,02_harry_potter_und_die_kammer_des_schreckens
sofortig,immediate (nicht verzögert; ohne Verzögerung stattfindend); instant (nicht verzögert; ohne Verzögerung stattfindend),sofortig,ADJ,,,,,immediate (nicht verzögert; ohne Verzögerung stattfindend); instant (nicht verzögert; ohne Verzögerung stattfindend),dictionary-en,"Diese Schlange, die eine gigantische Größe erreichen und viele hundert Jahre alt werden kann, wird aus einem Hühnerei geboren, das von einer Kröte ausgebrütet wird, Der Basilisk tötet auf höchst wunderliche Weise, denn außer seinen tödlichen und giftigen Zähnen hat der Basilisk einen mörderischen Blick, und alle, die in den Bann seiner Augen geraten, erleiden den sofortigen Tod.","Diese Schlange, die eine gigantische Größe erreichen und viele hundert Jahre alt werden kann, wird aus einem Hühnerei geboren, das von einer Kröte ausgebrütet wird, Der Basilisk tötet auf höchst wunderliche Weise, denn außer seinen tödlichen und giftigen Zähnen hat der Basilisk einen mörderischen Blick, und alle, die in den Bann seiner Augen geraten, erleiden den {{c1::sofortigen}} Tod.",1,02_harry_potter_und_die_kammer_des_schreckens
sonntäglich,,sonntäglich,ADJ,,,,,,,"Allerdings wurden die Trainingsstunden besser oder wenigstens trockener, und als er am Abend vor dem sonntäglichen Spiel in den Schlafsaal hochging, um den Besen zu verstauen, hatte er das Gefühl, die Gryffindors hätten noch nie eine größere Chance gehabt, den Quidditch-Pokal zu gewinnen.","Allerdings wurden die Trainingsstunden besser oder wenigstens trockener, und als er am Abend vor dem {{c1::sonntäglichen}} Spiel in den Schlafsaal hochging, um den Besen zu verstauen, hatte er das Gefühl, die Gryffindors hätten noch nie eine größere Chance gehabt, den Quidditch-Pokal zu gewinnen.",1,02_harry_potter_und_die_kammer_des_schreckens
spannungsvoll,,spannungsvoll,ADJ,,,,,,,"Während Ron aufpasste, zog und rüttelte er, und endlich, nach spannungsvollen Minuten, löste sich das Papier aus Hermines Hand.","Während Ron aufpasste, zog und rüttelte er, und endlich, nach {{c1::spannungsvollen}} Minuten, löste sich das Papier aus Hermines Hand.",1,02_harry_potter_und_die_kammer_des_schreckens
spärlich,"scanty (in geringen Mengen, wenig); sparse (in geringen Mengen, wenig)",spärlich,ADJ,,,,,"scanty (in geringen Mengen, wenig); sparse (in geringen Mengen, wenig)",dictionary-en,"Er war dünn und hatte nur noch spärliches, doch ebenso rotes Haar wie seine Kinder.","Er war dünn und hatte nur noch {{c1::spärliches}}, doch ebenso rotes Haar wie seine Kinder.",1,02_harry_potter_und_die_kammer_des_schreckens
spöttisch,"mocking (als Adjektiv gebraucht: Spott in Sprache, Gestik und Mimik treibend); derisive (als Adjektiv gebraucht: Spott in Sprache, Gestik und Mimik treibend)",spöttisch,ADJ,,,,,"mocking (als Adjektiv gebraucht: Spott in Sprache, Gestik und Mimik treibend); derisive (als Adjektiv gebraucht: Spott in Sprache, Gestik und Mimik treibend)",dictionary-en,"Der grausame, spöttische und bei allen außer bei den Schülern seines eigenen Hauses (Slytherin) unbeliebte Snape unterrichtete Zaubertränke.","Der grausame, {{c1::spöttische}} und bei allen außer bei den Schülern seines eigenen Hauses (Slytherin) unbeliebte Snape unterrichtete Zaubertränke.",2,02_harry_potter_und_die_kammer_des_schreckens
stampfenden,stamping; rocking,stampfenden,ADJ,,,,,stamping; rocking,heuristic-participle,Mit stampfenden Schritten verließ er das Zimmer.,Mit {{c1::stampfenden}} Schritten verließ er das Zimmer.,1,02_harry_potter_und_die_kammer_des_schreckens
starrendes,staring,starrendes,ADJ,,,,,staring,heuristic-participle,"Eine gläserne Vitrine nicht weit von ihm enthielt eine verwitterte Hand auf einem Kissen, einen blutbespritzten Packen Spielkarten und ein starrendes Glasauge.","Eine gläserne Vitrine nicht weit von ihm enthielt eine verwitterte Hand auf einem Kissen, einen blutbespritzten Packen Spielkarten und ein {{c1::starrendes}} Glasauge.",1,02_harry_potter_und_die_kammer_des_schreckens
stechende,stinging,stechende,ADJ,,,,,stinging,heuristic-participle,"Er versuchte sich aufzurichten, doch der stechende Schmerz ließ ihn wieder zurücksinken.","Er versuchte sich aufzurichten, doch der {{c1::stechende}} Schmerz ließ ihn wieder zurücksinken.",1,02_harry_potter_und_die_kammer_des_schreckens
steinkalten,stone-cold-(eine-niedrige-temperatur-habend,steinkalten,ADJ,,,,,stone-cold-(eine-niedrige-temperatur-habend,heuristic-compound-split,Harry lag mit dem Gesicht nach unten auf dem steinkalten Boden und hörte Myrte im hinteren Klo verdrießlich gurgeln.,Harry lag mit dem Gesicht nach unten auf dem {{c1::steinkalten}} Boden und hörte Myrte im hinteren Klo verdrießlich gurgeln.,1,02_harry_potter_und_die_kammer_des_schreckens
sterbenslangweilig,,sterbenslangweilig,ADJ,,,,,,,"Professor Binns, inmitten eines sterbenslangweiligen Vortrags über die Internationale Zaubererversammlung von 1289, schaute verdutzt auf.","Professor Binns, inmitten eines {{c1::sterbenslangweiligen}} Vortrags über die Internationale Zaubererversammlung von 1289, schaute verdutzt auf.",1,02_harry_potter_und_die_kammer_des_schreckens
sternenhell,,sternenhell,ADJ,,,,,,,"Es war eine klare, sternenhelle Nacht.","Es war eine klare, {{c1::sternenhelle}} Nacht.",1,02_harry_potter_und_die_kammer_des_schreckens
stetig,"continuous (kontinuierlich, zusammenhängend, ohne Unterbrechung); continuous (so, dass infinitesimale Änderungen des Argumentes nur zu infinitesimalen Änderungen des Funktionswertes führen)",stetig,ADJ,,,,,"continuous (kontinuierlich, zusammenhängend, ohne Unterbrechung); continuous (so, dass infinitesimale Änderungen des Argumentes nur zu infinitesimalen Änderungen des Funktionswertes führen)",dictionary-en,"Stille mit Ausnahme des stetigen tropf, tropf der Tinte, die immer noch aus dem Tagebuch heraussickerte.","Stille mit Ausnahme des {{c1::stetigen}} tropf, tropf der Tinte, die immer noch aus dem Tagebuch heraussickerte.",1,02_harry_potter_und_die_kammer_des_schreckens
stierenden,,stierenden,ADJ,,,,,,,"Harry erkannte auch den Blutigen Baron, einen ausgemergelten, stierenden Slytherin-Geist voll silberner Blutflecke, und es wunderte ihn nicht, dass die anderen Geister einen weiten Bogen um ihn schlugen.","Harry erkannte auch den Blutigen Baron, einen ausgemergelten, {{c1::stierenden}} Slytherin-Geist voll silberner Blutflecke, und es wunderte ihn nicht, dass die anderen Geister einen weiten Bogen um ihn schlugen.",1,02_harry_potter_und_die_kammer_des_schreckens
stinkende,,stinkende,ADJ,,,,,,,Und er drückte Lucius Malfoy die stinkende Socke in die Hand.,Und er drückte Lucius Malfoy die {{c1::stinkende}} Socke in die Hand.,1,02_harry_potter_und_die_kammer_des_schreckens
stockdunkel,pitch-black (völlig dunkel); pitch-dark (völlig dunkel),stockdunkel,ADJ,,,,,pitch-black (völlig dunkel); pitch-dark (völlig dunkel),dictionary-en,Im stockdunklen Wald würden sie ihn nicht brauchen.,Im {{c1::stockdunklen}} Wald würden sie ihn nicht brauchen.,1,02_harry_potter_und_die_kammer_des_schreckens
stockfleckig,,stockfleckig,ADJ,,,,,,,"Vorsichtig schlug Hermine Höchst potente Zaubertränke auf, und die drei beugten sich über die stockfleckigen Seiten.","Vorsichtig schlug Hermine Höchst potente Zaubertränke auf, und die drei beugten sich über die {{c1::stockfleckigen}} Seiten.",1,02_harry_potter_und_die_kammer_des_schreckens
stramm,"taut (Kleidung den Körper fest umschließend, sehr eng anliegend); tight (Kleidung den Körper fest umschließend, sehr eng anliegend)",stramm,ADJ,,,,,"taut (Kleidung den Körper fest umschließend, sehr eng anliegend); tight (Kleidung den Körper fest umschließend, sehr eng anliegend)",dictionary-en,"Nun trat Professor McGonagall hinzu, eine bebrillte Hexe mit strammem Haarknoten, und legte den berühmten Sprechenden Hut von Hogwarts auf einen Stuhl.","Nun trat Professor McGonagall hinzu, eine bebrillte Hexe mit {{c1::strammem}} Haarknoten, und legte den berühmten Sprechenden Hut von Hogwarts auf einen Stuhl.",1,02_harry_potter_und_die_kammer_des_schreckens
streitender,,streitender,ADJ,,,,,,,"Die Wichtel waren leuchtend blau und etwa zwanzig Zentimeter groß, mit spitzen Gesichtern und so schrillen Stimmen, dass man meinen konnte, einen Haufen streitender Wellensittiche vor sich zu haben.","Die Wichtel waren leuchtend blau und etwa zwanzig Zentimeter groß, mit spitzen Gesichtern und so schrillen Stimmen, dass man meinen konnte, einen Haufen {{c1::streitender}} Wellensittiche vor sich zu haben.",1,02_harry_potter_und_die_kammer_des_schreckens
stumpf,"dull (nicht scharf (bei Schneidegeräten), sodass es nicht mehr möglich ist zu schneiden); obtuse",stumpf,ADJ,,,,,"dull (nicht scharf (bei Schneidegeräten), sodass es nicht mehr möglich ist zu schneiden); obtuse",dictionary-en,"»Aber, nicht wahr, man sollte doch meinen«, brach es plötzlich aus ihm heraus, »wenn man vierzig Hiebe mit einer stumpfen Axt auf den Hals bekommen hat, wäre man gut genug für die Jagd der Kopflosen?","»Aber, nicht wahr, man sollte doch meinen«, brach es plötzlich aus ihm heraus, »wenn man vierzig Hiebe mit einer {{c1::stumpfen}} Axt auf den Hals bekommen hat, wäre man gut genug für die Jagd der Kopflosen?",2,02_harry_potter_und_die_kammer_des_schreckens
stumpfsinnig,"stupid (ohne intellektuellen Anspruch); apathetic (Teilnahmslosigkeit, Gleichgültigkeit zeigend)",stumpfsinnig,ADJ,,,,,"stupid (ohne intellektuellen Anspruch); apathetic (Teilnahmslosigkeit, Gleichgültigkeit zeigend)",dictionary-en,"»Das ist sehr lieb von dir, Harry, aber es ist eine stumpfsinnige Arbeit«, sagte Mrs Weasley.","»Das ist sehr lieb von dir, Harry, aber es ist eine {{c1::stumpfsinnige}} Arbeit«, sagte Mrs Weasley.",1,02_harry_potter_und_die_kammer_des_schreckens
stümperhaft,amateurish (abwertend: wegen mangelnder Sorgfalt oder Unkenntnis schlecht ausgeführt); botched (abwertend: wegen mangelnder Sorgfalt oder Unkenntnis schlecht ausgeführt),stümperhaft,ADJ,,,,,amateurish (abwertend: wegen mangelnder Sorgfalt oder Unkenntnis schlecht ausgeführt); botched (abwertend: wegen mangelnder Sorgfalt oder Unkenntnis schlecht ausgeführt),dictionary-en,"Auf der einen Seite Tom Riddle, arm, aber brillant, elternlos, aber so mutig, Schulsprecher, vorbildlicher Schüler ... auf der anderen Seite der große, stümperhafte Hagrid, gerät alle paar Wochen in Schwierigkeiten, versucht Werwolfjunge unter seinem Bett großzuziehen, schleicht sich in den Verbotenen Wald, um mit Trollen zu raufen ... doch ich gebe zu, selbst ich war überrascht, wie gut der Plan funktionierte.","Auf der einen Seite Tom Riddle, arm, aber brillant, elternlos, aber so mutig, Schulsprecher, vorbildlicher Schüler ... auf der anderen Seite der große, {{c1::stümperhafte}} Hagrid, gerät alle paar Wochen in Schwierigkeiten, versucht Werwolfjunge unter seinem Bett großzuziehen, schleicht sich in den Verbotenen Wald, um mit Trollen zu raufen ... doch ich gebe zu, selbst ich war überrascht, wie gut der Plan funktionierte.",1,02_harry_potter_und_die_kammer_des_schreckens
surrenden,,surrenden,ADJ,,,,,,,"Kein Phönix, keine surrenden Gerätschaften.","Kein Phönix, keine {{c1::surrenden}} Gerätschaften.",1,02_harry_potter_und_die_kammer_des_schreckens
surrt,,surrt,ADJ,,,,,,,"Auf den storchbeinigen Tischen standen merkwürdige silberne Instrumente, die surrten und kleine Rauchwolken ausstießen.","Auf den storchbeinigen Tischen standen merkwürdige silberne Instrumente, die {{c1::surrten}} und kleine Rauchwolken ausstießen.",1,02_harry_potter_und_die_kammer_des_schreckens
säbeldünn,sabre-thin,säbeldünn,ADJ,,,,,sabre-thin,heuristic-compound-split,"Fawkes schwebte um ihren Kopf herum und der Basilisk schnappte mit langen, säbeldünnen Giftzähnen nach ihm","Fawkes schwebte um ihren Kopf herum und der Basilisk schnappte mit langen, {{c1::säbeldünnen}} Giftzähnen nach ihm",1,02_harry_potter_und_die_kammer_des_schreckens
sämtlicher,,sämtlicher,ADJ,,,,,,,Die Menge jubelte und klatschte und Harry sah sich plötzlich mit sämtlichen Werken Gilderoy Lockharts beschenkt.,Die Menge jubelte und klatschte und Harry sah sich plötzlich mit {{c1::sämtlichen}} Werken Gilderoy Lockharts beschenkt.,1,02_harry_potter_und_die_kammer_des_schreckens
tadelnden,,tadelnden,ADJ,,,,,,,"Er machte auf dem Absatz kehrt und stürmte aus der Bibliothek, wobei er sich einen tadelnden Blick von Madam Pince einhandelte, die den goldgeprägten Einband eines dicken Zauberspruchbandes polierte.","Er machte auf dem Absatz kehrt und stürmte aus der Bibliothek, wobei er sich einen {{c1::tadelnden}} Blick von Madam Pince einhandelte, die den goldgeprägten Einband eines dicken Zauberspruchbandes polierte.",1,02_harry_potter_und_die_kammer_des_schreckens
tanzenden,,tanzenden,ADJ,,,,,,,"»Hab gehört, wie ihr über die arme Myrte gesprochen habt«, sagte Peeves mit tanzenden Augäpfeln.","»Hab gehört, wie ihr über die arme Myrte gesprochen habt«, sagte Peeves mit {{c1::tanzenden}} Augäpfeln.",1,02_harry_potter_und_die_kammer_des_schreckens
tanzender,,tanzender,ADJ,,,,,,,"die Große Halle war wie üblich mit lebenden Fledermäusen ausgeschmückt, Hagrids Riesenkürbisse waren zu Laternen ausgeschnitzt worden, in denen drei Schüler auf einmal sitzen konnten, und es liefen Gerüchte um, Dumbledore habe zur Unterhaltung eine Truppe tanzender Skelette gebucht.","die Große Halle war wie üblich mit lebenden Fledermäusen ausgeschmückt, Hagrids Riesenkürbisse waren zu Laternen ausgeschnitzt worden, in denen drei Schüler auf einmal sitzen konnten, und es liefen Gerüchte um, Dumbledore habe zur Unterhaltung eine Truppe {{c1::tanzender}} Skelette gebucht.",1,02_harry_potter_und_die_kammer_des_schreckens
tastenden,,tastenden,ADJ,,,,,,,"Die Augen immer noch geschlossen, rannte Harry mit tastenden Händen an der Wand entlang - Voldemort lachte","Die Augen immer noch geschlossen, rannte Harry mit {{c1::tastenden}} Händen an der Wand entlang - Voldemort lachte",1,02_harry_potter_und_die_kammer_des_schreckens
taugetränkt,dew-(niederschlag-soakked,taugetränkt,ADJ,,,,,dew-(niederschlag-soakked,heuristic-compound-split,"»ja«, sagte Harry, als sie aus dem Schlosstor gingen und sich auf den Weg über den taugetränkten Rasen machten. »","»ja«, sagte Harry, als sie aus dem Schlosstor gingen und sich auf den Weg über den {{c1::taugetränkten}} Rasen machten. »",1,02_harry_potter_und_die_kammer_des_schreckens
tausendste,thousandth (Ordnungszahl: in einer Reihenfolge an Stelle tausend),tausendste,ADJ,,,,,thousandth (Ordnungszahl: in einer Reihenfolge an Stelle tausend),dictionary-en,Mit schmerzender Hand schrieb Harry auf den wohl tausendsten Umschlag die Adresse einer Veronica Smethley.,Mit schmerzender Hand schrieb Harry auf den wohl {{c1::tausendsten}} Umschlag die Adresse einer Veronica Smethley.,1,02_harry_potter_und_die_kammer_des_schreckens
teigig,dough-(aus-mehreren-zutaten-bestehende-formbare-massy,teigig,ADJ,,,,,dough-(aus-mehreren-zutaten-bestehende-formbare-massy,heuristic-compound-ig,Filchs teigiges Gesicht lief ziegelrot an.,Filchs {{c1::teigiges}} Gesicht lief ziegelrot an.,3,02_harry_potter_und_die_kammer_des_schreckens
teuflisch,"devilish (in der Art des Teufels, äußerst böse); diabolic (in der Art des Teufels, äußerst böse)",teuflisch,ADJ,,,,,"devilish (in der Art des Teufels, äußerst böse); diabolic (in der Art des Teufels, äußerst böse)",dictionary-en,"»Raus hier, schnell!«, schrie Ron und warf sich mit aller Kraft gegen die Tür, doch schon schleuderte ihn ein teuflischer Aufwärtshaken in Harrys Schoß.","»Raus hier, schnell!«, schrie Ron und warf sich mit aller Kraft gegen die Tür, doch schon schleuderte ihn ein {{c1::teuflischer}} Aufwärtshaken in Harrys Schoß.",1,02_harry_potter_und_die_kammer_des_schreckens
theatralisch,theatrical (das Theater betreffend); scenary (das Theater betreffend),theatralisch,ADJ,,,,,theatrical (das Theater betreffend); scenary (das Theater betreffend),dictionary-en,"»Ja«, sagte er mit theatralischer Stimme, »frisch gefangene Wichtel aus Cornwall.","»Ja«, sagte er mit {{c1::theatralischer}} Stimme, »frisch gefangene Wichtel aus Cornwall.",1,02_harry_potter_und_die_kammer_des_schreckens
todernst,deadly serious,todernst,ADJ,,,,,deadly serious,dictionary-en,"Mit todernster Miene trat er ein, ihm folgte ein zweiter, sehr merkwürdig aussehender Mann.","Mit {{c1::todernster}} Miene trat er ein, ihm folgte ein zweiter, sehr merkwürdig aussehender Mann.",1,02_harry_potter_und_die_kammer_des_schreckens
tonlos,clay(feinkörnigesverwitterungsproduktless,tonlos,ADJ,,,,,clay(feinkörnigesverwitterungsproduktless,heuristic-compound-los,"»Ich bin in meinem Schlafzimmer, mache keinen Mucks und tu so, als ob ich nicht da wäre«, sagte Harry mit tonloser Stimme.","»Ich bin in meinem Schlafzimmer, mache keinen Mucks und tu so, als ob ich nicht da wäre«, sagte Harry mit {{c1::tonloser}} Stimme.",2,02_harry_potter_und_die_kammer_des_schreckens
tragisch,tragic (unausweichlich eine schlimme Entwicklung nehmend),tragisch,ADJ,,,,,tragic (unausweichlich eine schlimme Entwicklung nehmend),dictionary-en,"Sie haben ein Märchen erfunden, wonach das Mädchen bei einem tragischen Unfall ums Leben gekommen sei.","Sie haben ein Märchen erfunden, wonach das Mädchen bei einem {{c1::tragischen}} Unfall ums Leben gekommen sei.",1,02_harry_potter_und_die_kammer_des_schreckens
treffend,"appropriate (der Sache völlig angemessen, entsprechend; vollkommen passend, genau richtig; kurz und bündig); pertinent (der Sache völlig angemessen, entsprechend; vollkommen passend, genau richtig; kurz und bündig)",treffend,ADJ,,,,,"appropriate (der Sache völlig angemessen, entsprechend; vollkommen passend, genau richtig; kurz und bündig); pertinent (der Sache völlig angemessen, entsprechend; vollkommen passend, genau richtig; kurz und bündig)",dictionary-en,"Malfoy begann mit einer eingebildeten Kamera Bilder zu knipsen und ahmte Colin auf grausame, aber treffende Art nach: »Potter, kann ich ein Bild von dir haben, Potter?","Malfoy begann mit einer eingebildeten Kamera Bilder zu knipsen und ahmte Colin auf grausame, aber {{c1::treffende}} Art nach: »Potter, kann ich ein Bild von dir haben, Potter?",1,02_harry_potter_und_die_kammer_des_schreckens
trefflich,splendid (veraltend: besonders gut),trefflich,ADJ,,,,,splendid (veraltend: besonders gut),dictionary-en,"»Das war ein Entwaffnungszauber - wie ihr seht, hab ich meinen Zauberstab verloren - ah, danke, Miss Brown - ja, treffliche Idee, ihnen das zu zeigen, Professor Snape, aber verzeihen Sie, wenn ich Ihnen dies sage, es war recht offensichtlich, was Sie vorhatten, und ich hätte es verhindert, wenn ich nur gewollt hätte - allerdings meinte ich, es sei lehrreich, wenn die Schüler es sehen würden ...«","»Das war ein Entwaffnungszauber - wie ihr seht, hab ich meinen Zauberstab verloren - ah, danke, Miss Brown - ja, {{c1::treffliche}} Idee, ihnen das zu zeigen, Professor Snape, aber verzeihen Sie, wenn ich Ihnen dies sage, es war recht offensichtlich, was Sie vorhatten, und ich hätte es verhindert, wenn ich nur gewollt hätte - allerdings meinte ich, es sei lehrreich, wenn die Schüler es sehen würden ...«",1,02_harry_potter_und_die_kammer_des_schreckens
treppensteigender,,treppensteigender,ADJ,,,,,,,"Von beiden Enden des Korridors näherte sich das Trappeln hunderter treppensteigender Füße und das laute, muntere Gesumme wohlgenährter Schüler: und schon drangen sie von den Seiten herein.","Von beiden Enden des Korridors näherte sich das Trappeln hunderter {{c1::treppensteigender}} Füße und das laute, muntere Gesumme wohlgenährter Schüler: und schon drangen sie von den Seiten herein.",1,02_harry_potter_und_die_kammer_des_schreckens
triefende,dripping,triefende,ADJ,,,,,dripping,heuristic-participle,"Filch tippte mit dem Finger gegen seine triefende Nase und äugte Unheil verkündend zu Harry hinüber, der mit angehaltenem Atem auf den Urteilsspruch wartete.","Filch tippte mit dem Finger gegen seine {{c1::triefende}} Nase und äugte Unheil verkündend zu Harry hinüber, der mit angehaltenem Atem auf den Urteilsspruch wartete.",1,02_harry_potter_und_die_kammer_des_schreckens
triumphal,"triumphal (als Triumph geltend, überall bewundert und anerkannt); triumphant (als Triumph geltend, überall bewundert und anerkannt)",triumphal,ADJ,,,,,"triumphal (als Triumph geltend, überall bewundert und anerkannt); triumphant (als Triumph geltend, überall bewundert und anerkannt)",dictionary-en,"Das war keineswegs die triumphale Ankunft, die sie erwartet hatten.","Das war keineswegs die {{c1::triumphale}} Ankunft, die sie erwartet hatten.",1,02_harry_potter_und_die_kammer_des_schreckens
triumphierendem,triumphing; exulting,triumphierendem,ADJ,,,,,triumphing; exulting,heuristic-participle,Gierig und mit triumphierendem Blick kauten sie eine Weile.,Gierig und mit {{c1::triumphierendem}} Blick kauten sie eine Weile.,1,02_harry_potter_und_die_kammer_des_schreckens
triumphierenden,triumphing; exulting,triumphierenden,ADJ,,,,,triumphing; exulting,heuristic-participle,"»Ohne noch etwas zu Abend zu essen?«, fragte Snape mit einem triumphierenden Lächeln auf dem hageren Gesicht.","»Ohne noch etwas zu Abend zu essen?«, fragte Snape mit einem {{c1::triumphierenden}} Lächeln auf dem hageren Gesicht.",1,02_harry_potter_und_die_kammer_des_schreckens
trostlos,hopeless (durch nichts und niemanden Trost findend; verzweifelt); depressing (durch nichts und niemanden Trost findend; verzweifelt),trostlos,ADJ,,,,,hopeless (durch nichts und niemanden Trost findend; verzweifelt); depressing (durch nichts und niemanden Trost findend; verzweifelt),dictionary-en,"Es war der düsterste und trostloseste Toilettenraum, den Harry je betreten hatte.","Es war der düsterste und {{c1::trostloseste}} Toilettenraum, den Harry je betreten hatte.",1,02_harry_potter_und_die_kammer_des_schreckens
tränenerstickt,,tränenerstickt,ADJ,,,,,,,"»Ich wünschte, die Leute würden aufhören, hinter meinem Rücken zu reden!«, sagte Myrte mit tränenerstickter Stimme.","»Ich wünschte, die Leute würden aufhören, hinter meinem Rücken zu reden!«, sagte Myrte mit {{c1::tränenerstickter}} Stimme.",1,02_harry_potter_und_die_kammer_des_schreckens
tränenverschmiert,,tränenverschmiert,ADJ,,,,,,,"»Fragen sie ihn!«, kreischte Filch und wandte sein fleckiges und tränenverschmiertes Gesicht Harry zu.","»Fragen sie ihn!«, kreischte Filch und wandte sein fleckiges und {{c1::tränenverschmiertes}} Gesicht Harry zu.",1,02_harry_potter_und_die_kammer_des_schreckens
trübselig,"dismal (eine bedrückende, traurige Stimmung, Gemütsverfassung hervorrufend oder zum Ausdruck bringend)",trübselig,ADJ,,,,,"dismal (eine bedrückende, traurige Stimmung, Gemütsverfassung hervorrufend oder zum Ausdruck bringend)",dictionary-en,"Sie hatte das trübseligste Gesicht, das Harry je gesehen hatte, halb verborgen hinter glattem Haar und einer dicken Perlmuttbrille.","Sie hatte das {{c1::trübseligste}} Gesicht, das Harry je gesehen hatte, halb verborgen hinter glattem Haar und einer dicken Perlmuttbrille.",2,02_harry_potter_und_die_kammer_des_schreckens
tuchbedeckt,cloth-coverred,tuchbedeckt,ADJ,,,,,cloth-coverred,heuristic-compound-split,"Er beugte sich hinter seinen Tisch, hob einen großen, tuchbedeckten Käfig hoch und stellte ihn auf die Tischplatte.","Er beugte sich hinter seinen Tisch, hob einen großen, {{c1::tuchbedeckten}} Käfig hoch und stellte ihn auf die Tischplatte.",1,02_harry_potter_und_die_kammer_des_schreckens
tätschelt,,tätschelt,ADJ,,,,,,,"»Komm mit, Fang, wir gehen spazieren«, sagte Harry und tätschelte Fang.","»Komm mit, Fang, wir gehen spazieren«, sagte Harry und {{c1::tätschelte}} Fang.",1,02_harry_potter_und_die_kammer_des_schreckens
