front,back,lemma,pos,gender,plural,plural_display,plural_alternatives,translations,translation_source,example,example_cloze,frequency,book
lang,"long (große Ausmaße, große räumliche Ausmaße habend); long (große zeitliche Ausdehnung habend)",lang,ADJ,,,,,"long (große Ausmaße, große räumliche Ausmaße habend); long (große zeitliche Ausdehnung habend)",dictionary-en,Menschen in langen und weiten Umhängen.,Menschen in {{c1::langen}} und weiten Umhängen.,47,01_harry_potter_und_der_stein_der_weisen
langatmig,"long-winded (ausführlich, viel zu sehr ins Detail gehend)",langatmig,ADJ,,,,,"long-winded (ausführlich, viel zu sehr ins Detail gehend)",dictionary-en,"Er beklagte sich lauthals, dass die Erstklässler es nie schafften, in eines der Quidditch-Teams aufgenommen zu werden, und erzählte langatmige Geschichten, die immer damit zu enden schienen, dass er um Haaresbreite irgendwelchen Muggeln in Hubschraubern entkommen war.","Er beklagte sich lauthals, dass die Erstklässler es nie schafften, in eines der Quidditch-Teams aufgenommen zu werden, und erzählte {{c1::langatmige}} Geschichten, die immer damit zu enden schienen, dass er um Haaresbreite irgendwelchen Muggeln in Hubschraubern entkommen war.",1,01_harry_potter_und_der_stein_der_weisen
langsam,"slow (eine niedrige Geschwindigkeit aufweisend, lange Zeit benötigend); slowly (allmählich, in kleinen Schritten voranschreitend)",langsam,ADJ,,,,,"slow (eine niedrige Geschwindigkeit aufweisend, lange Zeit benötigend); slowly (allmählich, in kleinen Schritten voranschreitend)",dictionary-en,Am Ende hörte man nur noch die Weasley-Zwillinge nach der Melodie eines langsamen Trauermarsches singen.,Am Ende hörte man nur noch die Weasley-Zwillinge nach der Melodie eines {{c1::langsamen}} Trauermarsches singen.,1,01_harry_potter_und_der_stein_der_weisen
langweilig,"boring (eintönig, uninteressant); dull (eintönig, uninteressant)",langweilig,ADJ,,,,,"boring (eintönig, uninteressant); dull (eintönig, uninteressant)",dictionary-en,"Mr. Dursley summte vor sich hin und suchte sich für die Arbeit seine langweiligste Krawatte aus, und Mrs.","Mr. Dursley summte vor sich hin und suchte sich für die Arbeit seine {{c1::langweiligste}} Krawatte aus, und Mrs.",2,01_harry_potter_und_der_stein_der_weisen
laut,"loud (von Tönen und Stimmen: stark, intensiv; weit zu hören); loud (mit Lärm erfüllt; voller störender Geräusche)",laut,ADJ,,,,,"loud (von Tönen und Stimmen: stark, intensiv; weit zu hören); loud (mit Lärm erfüllt; voller störender Geräusche)",dictionary-en,Hinter ihnen hörten sie ein lautes Krachen.,Hinter ihnen hörten sie ein {{c1::lautes}} Krachen.,20,01_harry_potter_und_der_stein_der_weisen
leer,empty ((fast) ohne (physischen) Inhalt); empty (ohne Menschen),leer,ADJ,,,,,empty ((fast) ohne (physischen) Inhalt); empty (ohne Menschen),dictionary-en,"Er versuchte ein Feuer zu machen, doch die leeren Kräcker-Schachteln gaben nur Rauch von sich und schrumpelten zusammen.","Er versuchte ein Feuer zu machen, doch die {{c1::leeren}} Kräcker-Schachteln gaben nur Rauch von sich und schrumpelten zusammen.",9,01_harry_potter_und_der_stein_der_weisen
leicht,"light (ein geringes Gewicht habend); easy (einfach, nicht schwierig)",leicht,ADJ,,,,,"light (ein geringes Gewicht habend); easy (einfach, nicht schwierig)",dictionary-en,"Er bückte sich, stellte die Tür aufrecht und setzte sie mit leichter Hand wieder in den Rahmen ein.","Er bückte sich, stellte die Tür aufrecht und setzte sie mit {{c1::leichter}} Hand wieder in den Rahmen ein.",7,01_harry_potter_und_der_stein_der_weisen
leiert,,leiert,ADJ,,,,,,,"Binns leierte Namen und Jahreszahlen herunter, und sie kritzelten alles in ihre Hefte und verwechselten Emmerich den Bösen mit Ulrich dem Komischen Kauz.","Binns {{c1::leierte}} Namen und Jahreszahlen herunter, und sie kritzelten alles in ihre Hefte und verwechselten Emmerich den Bösen mit Ulrich dem Komischen Kauz.",1,01_harry_potter_und_der_stein_der_weisen
leise,faint (kaum hörbar); low (kaum hörbar),leise,ADJ,,,,,faint (kaum hörbar); low (kaum hörbar),dictionary-en,Mit einem leisen »Plop« ging eine Straßenlaterne in der Nähe aus.,Mit einem {{c1::leisen}} »Plop« ging eine Straßenlaterne in der Nähe aus.,13,01_harry_potter_und_der_stein_der_weisen
leuchtende,,leuchtende,ADJ,,,,,,,Harry hob das silbern leuchtende Stück Stoff vom Boden hoch.,Harry hob das silbern {{c1::leuchtende}} Stück Stoff vom Boden hoch.,1,01_harry_potter_und_der_stein_der_weisen
leuchtenden,,leuchtenden,ADJ,,,,,,,Ron warf den Umhang über sie beide und in diesem Augenblick huschten die leuchtenden Augen von Mrs.,Ron warf den Umhang über sie beide und in diesem Augenblick huschten die {{c1::leuchtenden}} Augen von Mrs.,1,01_harry_potter_und_der_stein_der_weisen
licbevoll,,licbevoll,ADJ,,,,,,,Hinter dem wilden Bart und den buschigen Augenbrauen entdeckte Harry ein licbevolles Lächeln.,Hinter dem wilden Bart und den buschigen Augenbrauen entdeckte Harry ein {{c1::licbevolles}} Lächeln.,1,01_harry_potter_und_der_stein_der_weisen
lodernde,,lodernde,ADJ,,,,,,,"Sie waren nun in einem engen, steinernen Gang, den lodernde Fackeln erleuchteten.","Sie waren nun in einem engen, steinernen Gang, den {{c1::lodernde}} Fackeln erleuchteten.",1,01_harry_potter_und_der_stein_der_weisen
londoner,,londoner,ADJ,,,,,,,"Ich selbst habe eine oberhalb des linken Knies, und die ist ein tadelloser Plan der Londoner UBahn.","Ich selbst habe eine oberhalb des linken Knies, und die ist ein tadelloser Plan der {{c1::Londoner}} UBahn.",1,01_harry_potter_und_der_stein_der_weisen
luftig,,luftig,ADJ,,,,,,,"Das Herz sank ihm wesentlich schneller in die Hose, als er gerade eben für seinen Flug aus luftiger Höhe zurück auf die Erde gebraucht hatte.","Das Herz sank ihm wesentlich schneller in die Hose, als er gerade eben für seinen Flug aus {{c1::luftiger}} Höhe zurück auf die Erde gebraucht hatte.",1,01_harry_potter_und_der_stein_der_weisen
lustig,"funny (Komik, Witz besitzend; amüsant); jocular (Komik, Witz besitzend; amüsant)",lustig,ADJ,,,,,"funny (Komik, Witz besitzend; amüsant); jocular (Komik, Witz besitzend; amüsant)",dictionary-en,Charlies Freunde waren ein lustiges Völkchen.,Charlies Freunde waren ein {{c1::lustiges}} Völkchen.,1,01_harry_potter_und_der_stein_der_weisen
lächelnde,,lächelnde,ADJ,,,,,,,"Madam Malkin war eine stämmige, lächelnde Hexe, die von Kopf bis Fuß malvenfarben gekleidet war.","Madam Malkin war eine stämmige, {{c1::lächelnde}} Hexe, die von Kopf bis Fuß malvenfarben gekleidet war.",3,01_harry_potter_und_der_stein_der_weisen
lächerlich,"ridiculous (zum Lachen bringend; aber, meist: besonders seltsam, unsinnig oder ärgerlich wirkend); absurd (zum Lachen bringend; aber, meist: besonders seltsam, unsinnig oder ärgerlich wirkend)",lächerlich,ADJ,,,,,"ridiculous (zum Lachen bringend; aber, meist: besonders seltsam, unsinnig oder ärgerlich wirkend); absurd (zum Lachen bringend; aber, meist: besonders seltsam, unsinnig oder ärgerlich wirkend)",dictionary-en,"Manchmal, wenn er mit diesem lächerlichen Haarschnitt partout nicht hatte zur Schule gehen wollen, hatte er es geschafft, dass sein Haar rasch nachwuchs ...","Manchmal, wenn er mit diesem {{c1::lächerlichen}} Haarschnitt partout nicht hatte zur Schule gehen wollen, hatte er es geschafft, dass sein Haar rasch nachwuchs ...",2,01_harry_potter_und_der_stein_der_weisen
länglich,"longish (eher lang, etwas lang, relativ lang); oblong (eher lang, etwas lang, relativ lang)",länglich,ADJ,,,,,"longish (eher lang, etwas lang, relativ lang); oblong (eher lang, etwas lang, relativ lang)",dictionary-en,"Er schluckte eine Menge neuer Fragen hinunter, die ihm gerade eingefallen waren, und betrachtete stattdessen tausende von länglichen Schachteln, die fein säuberlich bis an die Decke gestapelt waren.","Er schluckte eine Menge neuer Fragen hinunter, die ihm gerade eingefallen waren, und betrachtete stattdessen tausende von {{c1::länglichen}} Schachteln, die fein säuberlich bis an die Decke gestapelt waren.",1,01_harry_potter_und_der_stein_der_weisen
lärmende,,lärmende,ADJ,,,,,,,"»Ich kann mir nie merken«, rief Harry durch das lärmende Rattern des Karrens Hagrid zu, »was der Unterschied zwischen Stalaktiten und Stalagmiten ist.","»Ich kann mir nie merken«, rief Harry durch das {{c1::lärmende}} Rattern des Karrens Hagrid zu, »was der Unterschied zwischen Stalaktiten und Stalagmiten ist.",1,01_harry_potter_und_der_stein_der_weisen
lästig,"annoying (auf unangenehme Weise störend, hinderlich); tiresome (auf unangenehme Weise störend, hinderlich)",lästig,ADJ,,,,,"annoying (auf unangenehme Weise störend, hinderlich); tiresome (auf unangenehme Weise störend, hinderlich)",dictionary-en,"Seinen Turban, erklärte er, habe ihm ein afrikanischer Prinz geschenkt, weil er dem Prinzen einen lästigen Zombie vom Hals geschafft habe, aber sie waren sich nicht sicher, was sie von dieser Geschichte halten sollten.","Seinen Turban, erklärte er, habe ihm ein afrikanischer Prinz geschenkt, weil er dem Prinzen einen {{c1::lästigen}} Zombie vom Hals geschafft habe, aber sie waren sich nicht sicher, was sie von dieser Geschichte halten sollten.",1,01_harry_potter_und_der_stein_der_weisen
mager,"lean (dünn, dürr); skinny (dünn, dürr)",mager,ADJ,,,,,"lean (dünn, dürr); skinny (dünn, dürr)",dictionary-en,Piers war ein magerer Junge mit einem Gesicht wie ein Ratte.,Piers war ein {{c1::magerer}} Junge mit einem Gesicht wie ein Ratte.,1,01_harry_potter_und_der_stein_der_weisen
magisch,magic (Magie beinhaltend oder verwendend); magical (Magie beinhaltend oder verwendend),magisch,ADJ,,,,,magic (Magie beinhaltend oder verwendend); magical (Magie beinhaltend oder verwendend),dictionary-en,"»Magische Banne, Zauberflüche«, sagte Hagrid und öffnete seine Zeitung.","»{{c1::Magische}} Banne, Zauberflüche«, sagte Hagrid und öffnete seine Zeitung.",2,01_harry_potter_und_der_stein_der_weisen
mahnendes,,mahnendes,ADJ,,,,,,,"und (noch zwei Minuten) was war das für ein komisches, mahnendes Geräusch?","und (noch zwei Minuten) was war das für ein komisches, {{c1::mahnendes}} Geräusch?",1,01_harry_potter_und_der_stein_der_weisen
markerschütternd,bloodcurdling (durchdringend laut); ear-splitting (durchdringend laut),markerschütternd,ADJ,,,,,bloodcurdling (durchdringend laut); ear-splitting (durchdringend laut),dictionary-en,"»Ich ... will ... nicht ... dass er ... m-m-mitkommt!«, schrie Dudley zwischen den markerschütterndem falschen Schluchzern.","»Ich ... will ... nicht ... dass er ... m-m-mitkommt!«, schrie Dudley zwischen den {{c1::markerschütterndem}} falschen Schluchzern.",1,01_harry_potter_und_der_stein_der_weisen
marmeladegefüllt,,marmeladegefüllt,ADJ,,,,,,,"Einen Augenblick später erschien der Nachtisch: ganze Blöcke von Eiskrem in allen erdenklichen Geschmacksrichtungen, Apfelkuchen, Zuckergusstorten, Schoko-Eclairs und marmeladegefüllte Donuts, Biskuits, Erdbeeren, Wackelpeter, Reispudding ...","Einen Augenblick später erschien der Nachtisch: ganze Blöcke von Eiskrem in allen erdenklichen Geschmacksrichtungen, Apfelkuchen, Zuckergusstorten, Schoko-Eclairs und {{c1::marmeladegefüllte}} Donuts, Biskuits, Erdbeeren, Wackelpeter, Reispudding ...",1,01_harry_potter_und_der_stein_der_weisen
marschierte,,marschierte,ADJ,,,,,,,"In diesem Augenblick läutete es an der Tür - »Ach du liebes bisschen, da sind sie«, rief Tante Petunia hellauf entsetzt - und schon marschierte Dudleys bester Freund, Piers Polkiss, in Begleitung seiner Mutter herein.","In diesem Augenblick läutete es an der Tür - »Ach du liebes bisschen, da sind sie«, rief Tante Petunia hellauf entsetzt - und schon {{c1::marschierte}} Dudleys bester Freund, Piers Polkiss, in Begleitung seiner Mutter herein.",2,01_harry_potter_und_der_stein_der_weisen
massig,"bulky (mit Masse ausgestattet; über genügend, ausreichend Masse verfügend); huge (mit Masse ausgestattet; über genügend, ausreichend Masse verfügend)",massig,ADJ,,,,,"bulky (mit Masse ausgestattet; über genügend, ausreichend Masse verfügend); huge (mit Masse ausgestattet; über genügend, ausreichend Masse verfügend)",dictionary-en,"»Ich bin heilfroh, dass wir uns den sparen können«, flüsterte Harry, als sie vorsichtig über eines seiner massigen Beine stapften.","»Ich bin heilfroh, dass wir uns den sparen können«, flüsterte Harry, als sie vorsichtig über eines seiner {{c1::massigen}} Beine stapften.",1,01_harry_potter_und_der_stein_der_weisen
mehrstöckig,,mehrstöckig,ADJ,,,,,,,"Dasselbe geschah inmitten eines umgepflügten Ackers, auf halbem Weg über eine Hängebrücke und auf der obersten Ebene eines mehrstöckigen Parkhauses.","Dasselbe geschah inmitten eines umgepflügten Ackers, auf halbem Weg über eine Hängebrücke und auf der obersten Ebene eines {{c1::mehrstöckigen}} Parkhauses.",1,01_harry_potter_und_der_stein_der_weisen
meistgehasst,,meistgehasst,ADJ,,,,,,,"Harry, bisher einer der beliebtesten und angesehensten Schüler, war nun der meistgehasste.","Harry, bisher einer der beliebtesten und angesehensten Schüler, war nun der {{c1::meistgehasste}}.",1,01_harry_potter_und_der_stein_der_weisen
melancholisch,"melancholic (schwermütig, Melancholie habend); melancholy (schwermütig, Melancholie habend)",melancholisch,ADJ,,,,,"melancholic (schwermütig, Melancholie habend); melancholy (schwermütig, Melancholie habend)",dictionary-en,"Er hatte eine tiefe, melancholische Stimme.","Er hatte eine tiefe, {{c1::melancholische}} Stimme.",1,01_harry_potter_und_der_stein_der_weisen
menschlich,"human (dem Menschen zugehörig, (wie) ein Mensch seiend)",menschlich,ADJ,,,,,"human (dem Menschen zugehörig, (wie) ein Mensch seiend)",dictionary-en,"Ich erwarte nicht, dass ihr wirklich die Schönheit des leise brodelnden Kessels mit seinen schimmernden Dämpfen zu sehen lernt, die zarte Macht der Flüssigkeiten, die durch die menschlichen Venen kriechen, den Kopf verhexen und die Sinne betören .","Ich erwarte nicht, dass ihr wirklich die Schönheit des leise brodelnden Kessels mit seinen schimmernden Dämpfen zu sehen lernt, die zarte Macht der Flüssigkeiten, die durch die {{c1::menschlichen}} Venen kriechen, den Kopf verhexen und die Sinne betören .",2,01_harry_potter_und_der_stein_der_weisen
merkwürdig,"remarkable (durch Abweichung vom Üblichen auffallend; Staunen, Verwunderung oder aber leises Misstrauen bewirkend); strange (durch Abweichung vom Üblichen auffallend; Staunen, Verwunderung oder aber leises Misstrauen bewirkend)",merkwürdig,ADJ,,,,,"remarkable (durch Abweichung vom Üblichen auffallend; Staunen, Verwunderung oder aber leises Misstrauen bewirkend); strange (durch Abweichung vom Üblichen auffallend; Staunen, Verwunderung oder aber leises Misstrauen bewirkend)",dictionary-en,"Niemand wäre auf die Idee gekommen, sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken, denn mit solchem Unsinn wollten sie nichts zu tun haben.","Niemand wäre auf die Idee gekommen, sie könnten sich in eine {{c1::merkwürdige}} und geheimnisvolle Geschichte verstricken, denn mit solchem Unsinn wollten sie nichts zu tun haben.",22,01_harry_potter_und_der_stein_der_weisen
messerscharf,,messerscharf,ADJ,,,,,,,Sogleich schoss ein messerscharfer Schmerz durch Harrys Narbe;,Sogleich schoss ein {{c1::messerscharfer}} Schmerz durch Harrys Narbe;,1,01_harry_potter_und_der_stein_der_weisen
miserabel,"miserable (sehr schlecht, erbärmlich, krank, mies)",miserabel,ADJ,,,,,"miserable (sehr schlecht, erbärmlich, krank, mies)",dictionary-en,"Selbst Neville, dessen gute Noten in Kräuterkunde die miserablen in Zaubertränke wettmachten, hatte es mit Hängen und Würgen geschafft.","Selbst Neville, dessen gute Noten in Kräuterkunde die {{c1::miserablen}} in Zaubertränke wettmachten, hatte es mit Hängen und Würgen geschafft.",1,01_harry_potter_und_der_stein_der_weisen
missbilligendem,,missbilligendem,ADJ,,,,,,,Percy Weasley steckte mit missbilligendem Blick den Kopf durch die Tür.,Percy Weasley steckte mit {{c1::missbilligendem}} Blick den Kopf durch die Tür.,1,01_harry_potter_und_der_stein_der_weisen
mitjed,,mitjed,ADJ,,,,,,,Er konnte den Jungen mitjeder Sekunde weniger ausstehen.,Er konnte den Jungen {{c1::mitjeder}} Sekunde weniger ausstehen.,1,01_harry_potter_und_der_stein_der_weisen
mittel,middle (in der Mitte befindlich); mediocre (von mäßiger Qualität),mittel,ADJ,,,,,middle (in der Mitte befindlich); mediocre (von mäßiger Qualität),dictionary-en,Drei Jungen traten ein und Harry erkannte sofort den mittleren von ihnen:,Drei Jungen traten ein und Harry erkannte sofort den {{c1::mittleren}} von ihnen:,1,01_harry_potter_und_der_stein_der_weisen
modern,"modern (der Zeit entsprechend, neuzeitlich); fashionable (umgangssprachlich: in Mode)",modern,ADJ,,,,,"modern (der Zeit entsprechend, neuzeitlich); fashionable (umgangssprachlich: in Mode)",dictionary-en,"Natürlich weiß ich alles über dich, ich hab noch ein paar andere Bücher, als Hintergrundlektüre, und du stehst in der Geschichte der modernen Magie, im Aufstieg und Niedergang der dunklen Künste und in der Großen Chronik der Zauberei des zwanzigstenjahrhunderts.","Natürlich weiß ich alles über dich, ich hab noch ein paar andere Bücher, als Hintergrundlektüre, und du stehst in der Geschichte der {{c1::modernen}} Magie, im Aufstieg und Niedergang der dunklen Künste und in der Großen Chronik der Zauberei des zwanzigstenjahrhunderts.",2,01_harry_potter_und_der_stein_der_weisen
moosbewachsen,,moosbewachsen,ADJ,,,,,,,Sie kamen an einem moosbewachsenen Baumstumpf vorbei.,Sie kamen an einem {{c1::moosbewachsenen}} Baumstumpf vorbei.,1,01_harry_potter_und_der_stein_der_weisen
morgendlich,"morning (in die Zeit am Morgen fallend, zum Morgen passend); in the morning (in die Zeit am Morgen fallend, zum Morgen passend)",morgendlich,ADJ,,,,,"morning (in die Zeit am Morgen fallend, zum Morgen passend); in the morning (in die Zeit am Morgen fallend, zum Morgen passend)",dictionary-en,"Er saß im üblichen morgendlichen Stau fest und konnte nicht wohin zu bemerken, dass offenbar eine Menge seltsam gekleideter Menschen unterwegs waren.","Er saß im üblichen {{c1::morgendlichen}} Stau fest und konnte nicht wohin zu bemerken, dass offenbar eine Menge seltsam gekleideter Menschen unterwegs waren.",2,01_harry_potter_und_der_stein_der_weisen
morgig,"tomorrow (nur attributiv: vom folgenden Tag, am folgenden Tag stattfindend); tomorrow's (nur attributiv: vom folgenden Tag, am folgenden Tag stattfindend)",morgig,ADJ,,,,,"tomorrow (nur attributiv: vom folgenden Tag, am folgenden Tag stattfindend); tomorrow's (nur attributiv: vom folgenden Tag, am folgenden Tag stattfindend)",dictionary-en,"Er wollte Quidditch im Wandel der Zeiten zurückhaben, um sich vom morgigen Spiel abzulenken.","Er wollte Quidditch im Wandel der Zeiten zurückhaben, um sich vom {{c1::morgigen}} Spiel abzulenken.",1,01_harry_potter_und_der_stein_der_weisen
mottenzerfressen,moth-eaten (von Motten zerfressen),mottenzerfressen,ADJ,,,,,moth-eaten (von Motten zerfressen),dictionary-en,Tante Petunia fand ein paar nach Aal riechende Leintücher und machte Dudley auf dem mottenzerfressenen Sofa ein Bett zurecht.,Tante Petunia fand ein paar nach Aal riechende Leintücher und machte Dudley auf dem {{c1::mottenzerfressenen}} Sofa ein Bett zurecht.,1,01_harry_potter_und_der_stein_der_weisen
muffig,"mouldy (nach abgestandener Luft, nach Muff, Moder riechend)",muffig,ADJ,,,,,"mouldy (nach abgestandener Luft, nach Muff, Moder riechend)",dictionary-en,Am nächsten Morgen frühstückten sie muffige Cornflakes und kalte Dosentomaten auf Toast.,Am nächsten Morgen frühstückten sie {{c1::muffige}} Cornflakes und kalte Dosentomaten auf Toast.,1,01_harry_potter_und_der_stein_der_weisen
muskelbepackt,,muskelbepackt,ADJ,,,,,,,"In seinen ausladenden, muskelbepackten Armen hielt er ein Bündel aus Leintüchern.","In seinen ausladenden, {{c1::muskelbepackten}} Armen hielt er ein Bündel aus Leintüchern.",1,01_harry_potter_und_der_stein_der_weisen
mutig,"brave (voller Mut, Mut aufbringend); courageous (voller Mut, Mut aufbringend)",mutig,ADJ,,,,,"brave (voller Mut, Mut aufbringend); courageous (voller Mut, Mut aufbringend)",dictionary-en,Auch ein mutigerer Mann als Vernon Dursley wäre unter dem zornigen Blick Hagrids zusammengebrochen;,Auch ein {{c1::mutigerer}} Mann als Vernon Dursley wäre unter dem zornigen Blick Hagrids zusammengebrochen;,2,01_harry_potter_und_der_stein_der_weisen
mächtig,"powerful (über Einfluss verfügend, Macht habend); mighty (über Einfluss verfügend, Macht habend)",mächtig,ADJ,,,,,"powerful (über Einfluss verfügend, Macht habend); mighty (über Einfluss verfügend, Macht habend)",dictionary-en,"Das kriegst du, wenn ein mächtiger, böser Fluch dich berührt - hat sogar bei deiner Mum und deinem Dad geklappt aber nicht bei dir, und darum bist du berühmt, Harry.","Das kriegst du, wenn ein {{c1::mächtiger}}, böser Fluch dich berührt - hat sogar bei deiner Mum und deinem Dad geklappt aber nicht bei dir, und darum bist du berühmt, Harry.",9,01_harry_potter_und_der_stein_der_weisen
möglich,"possible (machbar, wenn man es versucht, geht es zu verwirklichen oder zu erreichen); potential (vorstellbar, es ist eine denkbare Alternative, die aber nicht gesichert ist)",möglich,ADJ,,,,,"possible (machbar, wenn man es versucht, geht es zu verwirklichen oder zu erreichen); potential (vorstellbar, es ist eine denkbare Alternative, die aber nicht gesichert ist)",dictionary-en,"Der Riese setzte sich wieder auf das Sofa das unter seinem Gewicht einknickte, und begann dann alle möglichen Dinge aus den Taschen seines Umhangs zu ziehen: einen Kupferkessel, eine platt gedrückte Packung Würstchen, einen Schürhaken, eine Teekanne, einige ineinander gesteckte Becher und eine Flasche mit einer bernsteinfarbenen Flüssigkeit, aus der er sich einen Schluck genehmigte, bevor der Tee zu kochen begann.","Der Riese setzte sich wieder auf das Sofa das unter seinem Gewicht einknickte, und begann dann alle {{c1::möglichen}} Dinge aus den Taschen seines Umhangs zu ziehen: einen Kupferkessel, eine platt gedrückte Packung Würstchen, einen Schürhaken, eine Teekanne, einige ineinander gesteckte Becher und eine Flasche mit einer bernsteinfarbenen Flüssigkeit, aus der er sich einen Schluck genehmigte, bevor der Tee zu kochen begann.",3,01_harry_potter_und_der_stein_der_weisen
mürrisch,"grumpy ((vom Gesichtsausdruck) unzufrieden wirkend, eine schlechte Laune habend)",mürrisch,ADJ,,,,,"grumpy ((vom Gesichtsausdruck) unzufrieden wirkend, eine schlechte Laune habend)",dictionary-en,Eine mürrische Bemerkung über Zeitverschwender auf den Lippen ging er schließlich davon.,Eine {{c1::mürrische}} Bemerkung über Zeitverschwender auf den Lippen ging er schließlich davon.,1,01_harry_potter_und_der_stein_der_weisen
nackt,naked (unbekleidet); bare (unbekleidet),nackt,ADJ,,,,,naked (unbekleidet); bare (unbekleidet),dictionary-en,"Quirrell konnte seine nackte Haut nicht berühren, ohne schreckliche Schmerzen zu leiden - seine einzige Chance war, Quirrell festzuhalten und ihm anhaltende Qualen zu bereiten, so dass er keinen Fluch aussprechen konnte.","Quirrell konnte seine {{c1::nackte}} Haut nicht berühren, ohne schreckliche Schmerzen zu leiden - seine einzige Chance war, Quirrell festzuhalten und ihm anhaltende Qualen zu bereiten, so dass er keinen Fluch aussprechen konnte.",1,01_harry_potter_und_der_stein_der_weisen
nah,near; close,nah,ADJ,,,,,near; close,dictionary-en,Er knipste noch mal - und die nächste Laterne flackerte und erlosch.,Er knipste noch mal - und die {{c1::nächste}} Laterne flackerte und erlosch.,50,01_harry_potter_und_der_stein_der_weisen
nass,"wet (mit anhaftender Flüssigkeit, mit Flüssigkeit durchsetzt, von Flüssigkeit bedeckt)",nass,ADJ,,,,,"wet (mit anhaftender Flüssigkeit, mit Flüssigkeit durchsetzt, von Flüssigkeit bedeckt)",dictionary-en,"Eines Tages, während einer besonders nassen und schlammigen Trainingsstunde, hatte Wood der Mannschaft eine schlechte Nachricht mitzuteilen.","Eines Tages, während einer besonders {{c1::nassen}} und schlammigen Trainingsstunde, hatte Wood der Mannschaft eine schlechte Nachricht mitzuteilen.",1,01_harry_potter_und_der_stein_der_weisen
neblig,brumous (von Nebel erfüllt); foggy (von Nebel erfüllt),neblig,ADJ,,,,,brumous (von Nebel erfüllt); foggy (von Nebel erfüllt),dictionary-en,Harry konnte in diesen nebligen Augen sein Spiegelbild sehen.,Harry konnte in diesen {{c1::nebligen}} Augen sein Spiegelbild sehen.,1,01_harry_potter_und_der_stein_der_weisen
nervig,pesky (umgangssprachlich: entnervend),nervig,ADJ,,,,,pesky (umgangssprachlich: entnervend),dictionary-en,"»Ich sag dir nichts, wenn du nicht »bitte« sagst«, antwortete Peeves mit einer nervigen Singsangstimme.","»Ich sag dir nichts, wenn du nicht »bitte« sagst«, antwortete Peeves mit einer {{c1::nervigen}} Singsangstimme.",1,01_harry_potter_und_der_stein_der_weisen
nervös,"jumpy (so, dass man schnell aufgeregt und reizbar ist); jittery (so, dass man schnell aufgeregt und reizbar ist)",nervös,ADJ,,,,,"jumpy (so, dass man schnell aufgeregt und reizbar ist); jittery (so, dass man schnell aufgeregt und reizbar ist)",dictionary-en,Und so betrat der ein wenig nervöse Harry allein Madam Malkins Laden.,Und so betrat der ein wenig {{c1::nervöse}} Harry allein Madam Malkins Laden.,3,01_harry_potter_und_der_stein_der_weisen
nett,"nice (lieb, liebenswürdig, angenehm); cute (lieb, liebenswürdig, angenehm)",nett,ADJ,,,,,"nice (lieb, liebenswürdig, angenehm); cute (lieb, liebenswürdig, angenehm)",dictionary-en,"Dursley hatte einen netten, gewöhnlichen Tag hinter sich.","Dursley hatte einen {{c1::netten}}, gewöhnlichen Tag hinter sich.",4,01_harry_potter_und_der_stein_der_weisen
neu,new (vor kurzer Zeit gemacht oder geschehen),neu,ADJ,,,,,new (vor kurzer Zeit gemacht oder geschehen),dictionary-en,neue Mode sein.,{{c1::neue}} Mode sein.,36,01_harry_potter_und_der_stein_der_weisen
neugierig,curious (stark interessiert an etwas); inquisitive (stark interessiert an etwas),neugierig,ADJ,,,,,curious (stark interessiert an etwas); inquisitive (stark interessiert an etwas),dictionary-en,Andere machten auf dem Weg durch den Korridor kehrt und liefen mit neugierigem Blick an ihm vorbei.,Andere machten auf dem Weg durch den Korridor kehrt und liefen mit {{c1::neugierigem}} Blick an ihm vorbei.,2,01_harry_potter_und_der_stein_der_weisen
neunte,ninth (nach dem/der achten kommend),neunte,ADJ,,,,,ninth (nach dem/der achten kommend),dictionary-en,In seinem Büro im neunten Stock saß Mr. Dursley im mer mit dem Rücken zum Fenster.,In seinem Büro im {{c1::neunten}} Stock saß Mr. Dursley im mer mit dem Rücken zum Fenster.,1,01_harry_potter_und_der_stein_der_weisen
nie,,nie,ADJ,,,,,,,"Nie Dinge geschehen lassen, wenn du Angst hattest oder wütend warst?","{{c1::Nie}} Dinge geschehen lassen, wenn du Angst hattest oder wütend warst?",1,01_harry_potter_und_der_stein_der_weisen
niedlich,"cute (so süß und putzig, dass man es mag); sweet (so süß und putzig, dass man es mag)",niedlich,ADJ,,,,,"cute (so süß und putzig, dass man es mag); sweet (so süß und putzig, dass man es mag)",dictionary-en,"Hundert fette gebratene Truthähne, Berge von Brat- und Pellkartoffeln, Platten voll niedlicher Cocktailwürstchen, Schüsseln voll Buttererbsen, Silberterrinen voll dicken, sahnigen Bratensafts und Preiselbeersauce - und, über den Tisch verteilt, stapelweise Zauber-Knallbonbons.","Hundert fette gebratene Truthähne, Berge von Brat- und Pellkartoffeln, Platten voll {{c1::niedlicher}} Cocktailwürstchen, Schüsseln voll Buttererbsen, Silberterrinen voll dicken, sahnigen Bratensafts und Preiselbeersauce - und, über den Tisch verteilt, stapelweise Zauber-Knallbonbons.",2,01_harry_potter_und_der_stein_der_weisen
