front,back,lemma,pos,gender,plural,plural_display,plural_alternatives,translations,translation_source,example,example_cloze,frequency,book
"die Archie, -",,Archie,NOUN,feminine,,,,,,"»Zieh sie doch an, Archie, ich bitte dich, so kannst du doch nicht rumlaufen, der Muggel am Tor wird schon ziemlich misstrauisch –«","»Zieh sie doch an, {{c1::Archie}}, ich bitte dich, so kannst du doch nicht rumlaufen, der Muggel am Tor wird schon ziemlich misstrauisch –«",6,04_harry_potter_und_der_feuerkelch
"das Argument, -e",,Argument,NOUN,neuter,Argumente,-e,Argumenten,,,Mostafa jedoch ließ sich von den Argumenten der Bulgaren nicht beeindrucken;,Mostafa jedoch ließ sich von den {{c1::Argumenten}} der Bulgaren nicht beeindrucken;,1,04_harry_potter_und_der_feuerkelch
"Armspang, -en",,Armspang,NOUN,,Armspangen,-en,,,,"Mit ihrem knallrosa Umhang, dem mit goldenen Strähnen durchflochtenen langen schwarzen Zopf und den goldenen Armspangen, die an ihren Handgelenken schimmerten, sah sie unbestreitbar hübsch aus.","Mit ihrem knallrosa Umhang, dem mit goldenen Strähnen durchflochtenen langen schwarzen Zopf und den goldenen {{c1::Armspangen}}, die an ihren Handgelenken schimmerten, sah sie unbestreitbar hübsch aus.",1,04_harry_potter_und_der_feuerkelch
"der Armstumpf, -Armstümpfe",,Armstumpf,NOUN,masculine,Armstümpfe,-Armstümpfe,Armstümpfen,,,"Nun, da er seine Arbeit getan hatte, fiel Wurmschwanz neben dem Kessel auf die Knie, sackte zur Seite und blieb auf der Erde liegen, keuchend und schluchzend, und verbarg den blutenden Armstumpf unter seinem Körper.","Nun, da er seine Arbeit getan hatte, fiel Wurmschwanz neben dem Kessel auf die Knie, sackte zur Seite und blieb auf der Erde liegen, keuchend und schluchzend, und verbarg den blutenden {{c1::Armstumpf}} unter seinem Körper.",3,04_harry_potter_und_der_feuerkelch
"der Artikel, -n",,Artikel,NOUN,masculine,Artikeln,-n,Artikel,,,Da hätten wir also schon mal einen Verstoß gegen Artikel drei des Gesetzes zum Gebrauch des Zauberstabs:,Da hätten wir also schon mal einen Verstoß gegen {{c1::Artikel}} drei des Gesetzes zum Gebrauch des Zauberstabs:,24,04_harry_potter_und_der_feuerkelch
"die Artischocke, -n",,Artischocke,NOUN,feminine,Artischocken,-n,,,,"Er trug eine Blume im Knopfloch, die einer übergroßen Artischocke ähnelte.","Er trug eine Blume im Knopfloch, die einer übergroßen {{c1::Artischocke}} ähnelte.",1,04_harry_potter_und_der_feuerkelch
"der Arzt, -Ärzte",,Arzt,NOUN,masculine,Ärzte,-Ärzte,Ärzten; Arzts,,,"Allerdings vermerkten die Ärzte (als ob sie entschlossen gewesen wären, etwas Merkwürdiges an den Leichen zu finden), dass allen Toten das Entsetzen ins Gesicht geschrieben stand – doch einer der ratlosen Polizisten bemerkte dazu nur:","Allerdings vermerkten die {{c1::Ärzte}} (als ob sie entschlossen gewesen wären, etwas Merkwürdiges an den Leichen zu finden), dass allen Toten das Entsetzen ins Gesicht geschrieben stand – doch einer der ratlosen Polizisten bemerkte dazu nur:",1,04_harry_potter_und_der_feuerkelch
"Askaban, -",,Askaban,NOUN,,Askaban,-,,,,Die Askaban entkommen sind?,Die {{c1::Askaban}} entkommen sind?,1,04_harry_potter_und_der_feuerkelch
"das Atemholen, -",,Atemholen,NOUN,neuter,,,,,,Der erste Zug eisigen Wassers kam ihm vor wie das lebensrettende Atemholen.,Der erste Zug eisigen Wassers kam ihm vor wie das lebensrettende {{c1::Atemholen}}.,1,04_harry_potter_und_der_feuerkelch
"Atmungsgeräte, -",,Atmungsgeräte,NOUN,,Atmungsgeräte,-,,,,"Ron gefiel die Idee ganz gut, noch einmal den Aufrufezauber zu benutzen – Harry hatte ihm erklärt, dass es in der Muggelwelt Atmungsgeräte gab, und Ron wollte partout nicht einsehen, warum Harry nicht ein solches Gerät aus der nächsten Muggelstadt zu sich rufen sollte.","Ron gefiel die Idee ganz gut, noch einmal den Aufrufezauber zu benutzen – Harry hatte ihm erklärt, dass es in der Muggelwelt {{c1::Atmungsgeräte}} gab, und Ron wollte partout nicht einsehen, warum Harry nicht ein solches Gerät aus der nächsten Muggelstadt zu sich rufen sollte.",1,04_harry_potter_und_der_feuerkelch
"das Attentat, -e",,Attentat,NOUN,neuter,Attentate,-e,Attentaten,,,»Offenbar bringt er jetzt auch seinen Schülern die Angst vor einem Attentat bei.,»Offenbar bringt er jetzt auch seinen Schülern die Angst vor einem {{c1::Attentat}} bei.,1,04_harry_potter_und_der_feuerkelch
"der Aufenthaltsort, -e",,Aufenthaltsort,NOUN,masculine,Aufenthaltsorte,-e,Aufenthaltsorten,,,"Sie sind angeklagt, einen Auroren – Frank Longbottom – überwältigt und ihn dem Cruciatus-Fluch unterworfen zu haben, weil Sie glaubten, er kenne den Aufenthaltsort Ihres geflohenen Herrn, dessen Name nicht genannt werden darf –«","Sie sind angeklagt, einen Auroren – Frank Longbottom – überwältigt und ihn dem Cruciatus-Fluch unterworfen zu haben, weil Sie glaubten, er kenne den {{c1::Aufenthaltsort}} Ihres geflohenen Herrn, dessen Name nicht genannt werden darf –«",1,04_harry_potter_und_der_feuerkelch
"die Auferstehung, -en",,Auferstehung,NOUN,feminine,Auferstehungen,-en,,,,Seine Auferstehung schien Irland frischen Mut zu geben.,Seine {{c1::Auferstehung}} schien Irland frischen Mut zu geben.,1,04_harry_potter_und_der_feuerkelch
"Aufflattert, -aufflatterten",,Aufflattert,NOUN,,aufflatterten,-aufflatterten,,,,"»Ich lauf ihm doch nicht nach und helf ihm, erwachsen zu werden!«, sagte Harry so laut, dass einige Eulen in einem nahen Baum erschrocken aufflatterten.","»Ich lauf ihm doch nicht nach und helf ihm, erwachsen zu werden!«, sagte Harry so laut, dass einige Eulen in einem nahen Baum erschrocken {{c1::aufflatterten}}.",1,04_harry_potter_und_der_feuerkelch
"Auffälligste, -n",,Auffälligste,NOUN,,Auffälligsten,-n,,,,"Harry, Ron und Hermine (die Auffälligsten, da sie Pigwidgeon und Krummbein bei sich hatten) waren als Erste dran;","Harry, Ron und Hermine (die {{c1::Auffälligsten}}, da sie Pigwidgeon und Krummbein bei sich hatten) waren als Erste dran;",1,04_harry_potter_und_der_feuerkelch
"die Auffälligster, -",,Auffälligster,NOUN,feminine,,,,,,"Ludo Bagman war mit Abstand der auffälligste von allen Zauberern, die Harry bisher gesehen hatte, er ließ selbst den alten Archie mit seinem geblümten Nachthemd blass aussehen.","Ludo Bagman war mit Abstand der {{c1::auffälligste}} von allen Zauberern, die Harry bisher gesehen hatte, er ließ selbst den alten Archie mit seinem geblümten Nachthemd blass aussehen.",1,04_harry_potter_und_der_feuerkelch
"Aufgesprungen, -aufgesprungen",,Aufgesprungen,NOUN,,aufgesprungen,-aufgesprungen,,,,"Rasch blickte Harry über den Rand seines Omniglases und sah, dass die Leprechans, die am Spielfeldrand gesessen hatten, alle aufgesprungen waren und jetzt erneut das große, glitzernde Kleeblatt bildeten.","Rasch blickte Harry über den Rand seines Omniglases und sah, dass die Leprechans, die am Spielfeldrand gesessen hatten, alle {{c1::aufgesprungen}} waren und jetzt erneut das große, glitzernde Kleeblatt bildeten.",1,04_harry_potter_und_der_feuerkelch
"der Aufmacher, -n",,Aufmacher,NOUN,masculine,Aufmachern,-n,Aufmacher,,,"Jetzt ist sie auf die Sache mit der guten Bertha gestoßen, die vermisst wird, und morgen ist das sicher der Aufmacher im Tagespropheten.","Jetzt ist sie auf die Sache mit der guten Bertha gestoßen, die vermisst wird, und morgen ist das sicher der {{c1::Aufmacher}} im Tagespropheten.",1,04_harry_potter_und_der_feuerkelch
"die Aufrufezauber, -",,Aufrufezauber,NOUN,feminine,,,,,,"Er aß für sich allein am Tischende, dann kehrte er zum Gryffindor-Turm zurück, in Gedanken bei all den zusätzlichen Arbeiten, die er für die Aufrufezauber erledigen musste.","Er aß für sich allein am Tischende, dann kehrte er zum Gryffindor-Turm zurück, in Gedanken bei all den zusätzlichen Arbeiten, die er für die {{c1::Aufrufezauber}} erledigen musste.",9,04_harry_potter_und_der_feuerkelch
"der Aufrufezaubern, -",,Aufrufezaubern,NOUN,masculine,,,,,,"Hedwig weigerte sich, auch nur in seine Nähe zu kommen, Professor Trelawney sagte seinen Tod mit noch größerer Bestimmtheit als sonst voraus, und bei Professor Flitwick war er so schlecht im Aufrufezaubern, dass er noch eine Extraportion Hausaufgaben bekam – als Einziger, abgesehen von Neville.","Hedwig weigerte sich, auch nur in seine Nähe zu kommen, Professor Trelawney sagte seinen Tod mit noch größerer Bestimmtheit als sonst voraus, und bei Professor Flitwick war er so schlecht im {{c1::Aufrufezaubern}}, dass er noch eine Extraportion Hausaufgaben bekam – als Einziger, abgesehen von Neville.",2,04_harry_potter_und_der_feuerkelch
"Aufschnarchen, -aufschnarchen",,Aufschnarchen,NOUN,,aufschnarchen,-aufschnarchen,,,,"Und dann zuckte er leise zusammen, als er seinen Cousin Dudley im Zimmer nebenan markerschütternd aufschnarchen hörte.","Und dann zuckte er leise zusammen, als er seinen Cousin Dudley im Zimmer nebenan markerschütternd {{c1::aufschnarchen}} hörte.",1,04_harry_potter_und_der_feuerkelch
"der Aufseher, -n",,Aufseher,NOUN,masculine,Aufsehern,-n,Aufseher,,,"Flammen, die aus einem Zelt schlugen, beleuchteten plötzlich die in der Höhe schwebenden Menschen, und Harry erkannte einen von ihnen – es war Mr Roberts, der Aufseher des Zeltlagers.","Flammen, die aus einem Zelt schlugen, beleuchteten plötzlich die in der Höhe schwebenden Menschen, und Harry erkannte einen von ihnen – es war Mr Roberts, der {{c1::Aufseher}} des Zeltlagers.",1,04_harry_potter_und_der_feuerkelch
"die Aufteilung, -en",,Aufteilung,NOUN,feminine,Aufteilungen,-en,,,,So ging es weiter mit der Aufteilung der Schüler;,So ging es weiter mit der {{c1::Aufteilung}} der Schüler;,1,04_harry_potter_und_der_feuerkelch
"der Auftrieb, -e",,Auftrieb,NOUN,masculine,Auftriebe,-e,Auftrieben,,,"»Schön«, zischte Padma, erhob sich und ging hinüber zu Parvati und dem Jungen aus Beauxbatons, der so schnell einen seiner Freunde auftrieb, dass Harry geschworen hätte, das sei nur mit einem Aufrufezauber möglich gewesen.","»Schön«, zischte Padma, erhob sich und ging hinüber zu Parvati und dem Jungen aus Beauxbatons, der so schnell einen seiner Freunde {{c1::auftrieb}}, dass Harry geschworen hätte, das sei nur mit einem Aufrufezauber möglich gewesen.",1,04_harry_potter_und_der_feuerkelch
"die Augenfarbe, -",,Augenfarbe,NOUN,feminine,,,,,,"»Ich dachte, der bringt deine Augenfarbe gut zur Geltung, mein Lieber«, sagte Mrs Weasley vergnügt.","»Ich dachte, der bringt deine {{c1::Augenfarbe}} gut zur Geltung, mein Lieber«, sagte Mrs Weasley vergnügt.",1,04_harry_potter_und_der_feuerkelch
"die Augenhöhe, -",,Augenhöhe,NOUN,feminine,,,,,,"ihnen direkt gegenüber, fast auf Harrys Augenhöhe, befand sich eine gigantische schwarze Tafel.","ihnen direkt gegenüber, fast auf Harrys {{c1::Augenhöhe}}, befand sich eine gigantische schwarze Tafel.",1,04_harry_potter_und_der_feuerkelch
"das Augenrolle, -",,Augenrolle,NOUN,neuter,,,,,,"»Arthur, du kennst doch Mad-Eye«, sagte Mr Diggorys Kopf unter erneutem Augenrollen.","»Arthur, du kennst doch Mad-Eye«, sagte Mr Diggorys Kopf unter erneutem {{c1::Augenrollen}}.",1,04_harry_potter_und_der_feuerkelch
"Augenschlitze, -",,Augenschlitze,NOUN,,Augenschlitze,-,,,,"Harry sah, wie sie sich durch die Augenschlitze ihrer Masken verstohlene Blicke zuwarfen.","Harry sah, wie sie sich durch die {{c1::Augenschlitze}} ihrer Masken verstohlene Blicke zuwarfen.",1,04_harry_potter_und_der_feuerkelch
"die Augustnacht, -Augustnächte",,Augustnacht,NOUN,feminine,Augustnächte,-Augustnächte,Augustnächten,,,"So dachte sich Frank nichts weiter, als er in einer Augustnacht erwachte und oben am alten Haus etwas recht Merkwürdiges sah.","So dachte sich Frank nichts weiter, als er in einer {{c1::Augustnacht}} erwachte und oben am alten Haus etwas recht Merkwürdiges sah.",1,04_harry_potter_und_der_feuerkelch
"das Auror, -en",,Auror,NOUN,neuter,Auroren,-en,,,,"Er war ein Auror – einer der besten … ein Jäger schwarzer Magier«, fügte er mit einem Blick auf den fragend dreinblickenden Harry hinzu.","Er war ein {{c1::Auror}} – einer der besten … ein Jäger schwarzer Magier«, fügte er mit einem Blick auf den fragend dreinblickenden Harry hinzu.",19,04_harry_potter_und_der_feuerkelch
"die Ausdünstung, -en",,Ausdünstung,NOUN,feminine,Ausdünstungen,-en,,,,"Eine Stunde später war ihr Tisch zwar übersät mit Pergamentblättern voll Zahlen und Symbolen, und Harrys Kopf war vernebelt, als wäre er gefüllt mit den Ausdünstungen von Professor Trelawneys Feuer, doch eigentlich waren sie kaum vorangekommen.","Eine Stunde später war ihr Tisch zwar übersät mit Pergamentblättern voll Zahlen und Symbolen, und Harrys Kopf war vernebelt, als wäre er gefüllt mit den {{c1::Ausdünstungen}} von Professor Trelawneys Feuer, doch eigentlich waren sie kaum vorangekommen.",1,04_harry_potter_und_der_feuerkelch
"Ausfeiel, -ausfeilen",,Ausfeiel,NOUN,,ausfeilen,-ausfeilen,,,,"»Ich muss es nur noch ein wenig – ausfeilen, verstehst du?«","»Ich muss es nur noch ein wenig – {{c1::ausfeilen}}, verstehst du?«",1,04_harry_potter_und_der_feuerkelch
"die Ausführung, -en",,Ausführung,NOUN,feminine,Ausführungen,-en,,,,"Das einzig Gute an Hagrids Ausführungen war, dass sie Malfoy auf andere Gedanken brachten.","Das einzig Gute an Hagrids {{c1::Ausführungen}} war, dass sie Malfoy auf andere Gedanken brachten.",2,04_harry_potter_und_der_feuerkelch
"der Aushieb, -",,Aushieb,NOUN,masculine,,,,,,"Harry konnte den Gnomen wie irre giggeln hören, während Krummbein eine Pfote in den Stiefel steckte und nach ihm aushieb.","Harry konnte den Gnomen wie irre giggeln hören, während Krummbein eine Pfote in den Stiefel steckte und nach ihm {{c1::aushieb}}.",1,04_harry_potter_und_der_feuerkelch
"der Ausländer, -n",,Ausländer,NOUN,masculine,Ausländern,-n,Ausländer,,,"»Sind Sie Ausländer?«, fragte Mr Roberts, als Mr Weasley mit dem richtigen Betrag zurückkam.","»Sind Sie {{c1::Ausländer}}?«, fragte Mr Roberts, als Mr Weasley mit dem richtigen Betrag zurückkam.",5,04_harry_potter_und_der_feuerkelch
"das Ausmaß, -e",,Ausmaß,NOUN,neuter,Ausmaße,-e,Ausmaßen,,,"Alles, was ich brauche, ist ein wenig Mut deinerseits, Wurmschwanz – und diesen Mut wirst du aufbringen, wenn du nicht das ganze Ausmaß von Lord Voldemorts Zorn spüren willst –«","Alles, was ich brauche, ist ein wenig Mut deinerseits, Wurmschwanz – und diesen Mut wirst du aufbringen, wenn du nicht das ganze {{c1::Ausmaß}} von Lord Voldemorts Zorn spüren willst –«",1,04_harry_potter_und_der_feuerkelch
"die Ausplauderst, -",,Ausplauderst,NOUN,feminine,,,,,,"»Das ist ein Veritaserum – ein Wahrheitselixier, das so mächtig ist, dass drei Tropfen genügen, damit du vor der ganzen Klasse deine tiefsten Geheimnisse ausplauderst«, sagte Snape mit tückischer Miene.","»Das ist ein Veritaserum – ein Wahrheitselixier, das so mächtig ist, dass drei Tropfen genügen, damit du vor der ganzen Klasse deine tiefsten Geheimnisse {{c1::ausplauderst}}«, sagte Snape mit tückischer Miene.",1,04_harry_potter_und_der_feuerkelch
"der Auspuffknall, -",,Auspuffknall,NOUN,masculine,,,,,,»Haben Sie eben diesen Auspuffknall gehört?,»Haben Sie eben diesen {{c1::Auspuffknall}} gehört?,1,04_harry_potter_und_der_feuerkelch
"die Ausscheidung, -en",,Ausscheidung,NOUN,feminine,Ausscheidungen,-en,,,,Die Schulleiter von Beauxbatons und Durmstrang werden mit ihren Kandidaten engerer Wahl im Oktober hier eintreffen und die Ausscheidung für die drei Champions wird an Halloween stattfinden.,Die Schulleiter von Beauxbatons und Durmstrang werden mit ihren Kandidaten engerer Wahl im Oktober hier eintreffen und die {{c1::Ausscheidung}} für die drei Champions wird an Halloween stattfinden.,1,04_harry_potter_und_der_feuerkelch
"die Ausstellung, -en",,Ausstellung,NOUN,feminine,Ausstellungen,-en,,,,Wahrscheinlich eine Ausstellung für dickwandige Kessel.,Wahrscheinlich eine {{c1::Ausstellung}} für dickwandige Kessel.,1,04_harry_potter_und_der_feuerkelch
"das Aussterben, -",,Aussterben,NOUN,neuter,,,,,,»Sie waren ohnehin am Aussterben und dann haben die Auroren viele von ihnen umgebracht.,»Sie waren ohnehin am {{c1::Aussterben}} und dann haben die Auroren viele von ihnen umgebracht.,2,04_harry_potter_und_der_feuerkelch
"der Austauschschüler, -n",,Austauschschüler,NOUN,masculine,Austauschschülern,-n,Austauschschüler,,,"Bill hatte eine Brieffreundin auf einer Schule in Brasilien … das ist schon ewig lange her … und er wollte mal als Austauschschüler dorthin, aber Mum und Dad konnten es sich nicht leisten.","Bill hatte eine Brieffreundin auf einer Schule in Brasilien … das ist schon ewig lange her … und er wollte mal als {{c1::Austauschschüler}} dorthin, aber Mum und Dad konnten es sich nicht leisten.",1,04_harry_potter_und_der_feuerkelch
"die Ausübung, -en",,Ausübung,NOUN,feminine,Ausübungen,-en,,,,"»Mein eigener Bruder, Aberforth, wurde wegen Ausübung unpassender Zauberstücke an einer Ziege verklagt.","»Mein eigener Bruder, Aberforth, wurde wegen {{c1::Ausübung}} unpassender Zauberstücke an einer Ziege verklagt.",1,04_harry_potter_und_der_feuerkelch
"Autogrammbücher, -",,Autogrammbücher,NOUN,,Autogrammbücher,-,,,,»Habt ihr eure Autogrammbücher dabei?,»Habt ihr eure {{c1::Autogrammbücher}} dabei?,1,04_harry_potter_und_der_feuerkelch
"die Autorität, -en",,Autorität,NOUN,feminine,Autoritäten,-en,,,,"Hagrid, ein beängstigend großer und wild aussehender Mann, nutzt seitdem seine neu gewonnene Autorität, um die ihm anvertrauten Schüler mit einer Reihe grauenhafter Kreaturen in Angst und Schrecken zu versetzen.","Hagrid, ein beängstigend großer und wild aussehender Mann, nutzt seitdem seine neu gewonnene {{c1::Autorität}}, um die ihm anvertrauten Schüler mit einer Reihe grauenhafter Kreaturen in Angst und Schrecken zu versetzen.",1,04_harry_potter_und_der_feuerkelch
"das Autowaschen, -",,Autowaschen,NOUN,neuter,,,,,,"Die Bewohner des Ligusterwegs, die sich nun nicht mehr wie üblich mit Autowaschen und Rasenmähen die Zeit vertreiben konnten, hatten sich in die Schatten ihrer kühlen Häuser zurückgezogen und die Fenster weit aufgestoßen in der Hoffnung, eine vermeintliche Brise hereinzulocken.","Die Bewohner des Ligusterwegs, die sich nun nicht mehr wie üblich mit {{c1::Autowaschen}} und Rasenmähen die Zeit vertreiben konnten, hatten sich in die Schatten ihrer kühlen Häuser zurückgezogen und die Fenster weit aufgestoßen in der Hoffnung, eine vermeintliche Brise hereinzulocken.",1,04_harry_potter_und_der_feuerkelch
"der Außenseiter, -n",,Außenseiter,NOUN,masculine,Außenseitern,-n,Außenseiter,,,"»Hör mal, du bist der Außenseiter hier, Harry … wenn ich dir irgendwie helfen kann …«","»Hör mal, du bist der {{c1::Außenseiter}} hier, Harry … wenn ich dir irgendwie helfen kann …«",1,04_harry_potter_und_der_feuerkelch
"die Außenstehende, -n",,Außenstehende,NOUN,feminine,Außenstehenden,-n,Außenstehender; keine Außenstehenden; keiner Außenstehenden; keinen Außenstehenden,,,»Und Durmstrang sieht dann für Außenstehende auch aus wie eine Ruine?«,»Und Durmstrang sieht dann für {{c1::Außenstehende}} auch aus wie eine Ruine?«,1,04_harry_potter_und_der_feuerkelch
"der Avada, -",,Avada,NOUN,masculine,,,,,,"»Avada Kedavra«, flüsterte Hermine.","»{{c1::Avada}} Kedavra«, flüsterte Hermine.",2,04_harry_potter_und_der_feuerkelch
"der B.ELFE.R-Anstecker, -",,B.ELFE.R-Anstecker,NOUN,masculine,B.ELFE.R-Anstecker,-,,,,"Gewiss, sie beide hatten zwei Sickel für den B.ELFE.R-Anstecker bezahlt, doch nur, um sie zu beschwichtigen.","Gewiss, sie beide hatten zwei Sickel für den {{c1::B.ELFE.R-Anstecker}} bezahlt, doch nur, um sie zu beschwichtigen.",3,04_harry_potter_und_der_feuerkelch
"die B.ELFE.R-Mitglieder, -",,B.ELFE.R-Mitglieder,NOUN,feminine,B.ELFE.R-Mitglieder,-,,,,"Sie zog ein Notizbuch heraus, in dem sie eine Liste der B.ELFE.R-Mitglieder führte.","Sie zog ein Notizbuch heraus, in dem sie eine Liste der {{c1::B.ELFE.R-Mitglieder}} führte.",1,04_harry_potter_und_der_feuerkelch
"das B.ELFE.R-Notizbuch, -",,B.ELFE.R-Notizbuch,NOUN,neuter,,,,,,"Harry dachte, er würde das B.ELFE.R-Notizbuch lesen, bis Moody murmelte: »Hübscher Umhang, Potter.«","Harry dachte, er würde das {{c1::B.ELFE.R-Notizbuch}} lesen, bis Moody murmelte: »Hübscher Umhang, Potter.«",2,04_harry_potter_und_der_feuerkelch
"Baby-Einhörner, -",,Baby-Einhörner,NOUN,,Baby-Einhörner,-,,,,"Als Babys sind sie 'n wenig zutraulicher … haben nicht so viel gegen Jungs … nur zu, ein wenig näher ran, ihr könnt sie streicheln, wenn ihr wollt … gebt ihnen 'n paar von diesen Zuckerstückchen … Alles in Ordnung mit dir?«, murmelte Hagrid und zog Harry ein wenig beiseite, während die meisten anderen um die Baby-Einhörner herumschwärmten.","Als Babys sind sie 'n wenig zutraulicher … haben nicht so viel gegen Jungs … nur zu, ein wenig näher ran, ihr könnt sie streicheln, wenn ihr wollt … gebt ihnen 'n paar von diesen Zuckerstückchen … Alles in Ordnung mit dir?«, murmelte Hagrid und zog Harry ein wenig beiseite, während die meisten anderen um die {{c1::Baby-Einhörner}} herumschwärmten.",1,04_harry_potter_und_der_feuerkelch
"der Babydracher, -",,Babydracher,NOUN,masculine,,,,,,"Sie konnten nicht hören, was Hagrid zu Madame Maxime sagte, doch sein Blick hatte sich verschleiert, und sein Gesicht hatte einen Ausdruck der Verzückung angenommen, wie Harry ihn bei Hagrid nur einmal beobachtet hatte – als er den Babydrachen Norbert betrachtet hatte.","Sie konnten nicht hören, was Hagrid zu Madame Maxime sagte, doch sein Blick hatte sich verschleiert, und sein Gesicht hatte einen Ausdruck der Verzückung angenommen, wie Harry ihn bei Hagrid nur einmal beobachtet hatte – als er den {{c1::Babydrachen}} Norbert betrachtet hatte.",1,04_harry_potter_und_der_feuerkelch
"der Babyspeck, -",,Babyspeck,NOUN,masculine,,,,,,"Wie sehr Tante Petunia auch jammerte, Dudley habe eben große Knochen und bestehe ansonsten doch aus Babyspeck, er sei ein Junge, der noch wachse und viel zu essen brauche – es blieb dabei, dass die Schulausstatter keine Knickerbocker mehr führten, die ihm noch passten.","Wie sehr Tante Petunia auch jammerte, Dudley habe eben große Knochen und bestehe ansonsten doch aus {{c1::Babyspeck}}, er sei ein Junge, der noch wachse und viel zu essen brauche – es blieb dabei, dass die Schulausstatter keine Knickerbocker mehr führten, die ihm noch passten.",1,04_harry_potter_und_der_feuerkelch
"der Baddock, -",,Baddock,NOUN,masculine,,,,,,"»Baddock, Malcolm!«","»{{c1::Baddock}}, Malcolm!«",3,04_harry_potter_und_der_feuerkelch
"die Badehose, -n",,Badehose,NOUN,feminine,Badehosen,-n,,,,"Als sie am Durmstrang-Schiff vorbeikamen, das immer noch am Seeufer vertäut lag, sahen sie Viktor Krum mit nichts als einer Badehose bekleidet an Deck kommen.","Als sie am Durmstrang-Schiff vorbeikamen, das immer noch am Seeufer vertäut lag, sahen sie Viktor Krum mit nichts als einer {{c1::Badehose}} bekleidet an Deck kommen.",3,04_harry_potter_und_der_feuerkelch
"der Badeschlappen, -",,Badeschlappen,NOUN,masculine,Badeschlappen,-,,,,"Als das tiefe Becken mit heißem Wasser, feinem Schaum und mächtigen Blasen gefüllt war (was bei seiner Größe doch schnell gegangen war), drehte Harry alle Hähne zu, zog Morgenrock, Pyjama und Badeschlappen aus und ließ sich ins Wasser gleiten.","Als das tiefe Becken mit heißem Wasser, feinem Schaum und mächtigen Blasen gefüllt war (was bei seiner Größe doch schnell gegangen war), drehte Harry alle Hähne zu, zog Morgenrock, Pyjama und {{c1::Badeschlappen}} aus und ließ sich ins Wasser gleiten.",1,04_harry_potter_und_der_feuerkelch
"das Badetuch, -Badetücher",,Badetuch,NOUN,neuter,Badetücher,-Badetücher,Badetüchern,,,"in einer Ecke fand sich ein großer Stapel flaumig weicher weißer Badetücher und an der Wand hing ein einzelnes, goldgerahmtes Gemälde.","in einer Ecke fand sich ein großer Stapel flaumig weicher weißer {{c1::Badetücher}} und an der Wand hing ein einzelnes, goldgerahmtes Gemälde.",2,04_harry_potter_und_der_feuerkelch
"das Badewasser, -n",,Badewasser,NOUN,neuter,Badewassern,-n,Badewasser; Badewässer; Badewässern,,,"Er begann unbeholfen zu schwanken, und das goldene Ei, noch feucht vom Badewasser, glitt ihm aus dem Arm.","Er begann unbeholfen zu schwanken, und das goldene Ei, noch feucht vom {{c1::Badewasser}}, glitt ihm aus dem Arm.",1,04_harry_potter_und_der_feuerkelch
"das Badezimmergemälde, -",,Badezimmergemälde,NOUN,neuter,,,,,,"Durch die dunklen Fenster sah Harry hie und da ein paar Gesichter … Gesichter, die nicht entfernt der Nixe auf jenem Badezimmergemälde ähnelten …","Durch die dunklen Fenster sah Harry hie und da ein paar Gesichter … Gesichter, die nicht entfernt der Nixe auf jenem {{c1::Badezimmergemälde}} ähnelten …",1,04_harry_potter_und_der_feuerkelch
"der Bagman, -",,Bagman,NOUN,masculine,,,,,,Bagman und Crouch,{{c1::Bagman}} und Crouch,28,04_harry_potter_und_der_feuerkelch
"der Ballabend, -",,Ballabend,NOUN,masculine,,,,,,"Harry und Ron verbrachten den restlichen Ballabend damit, in einer Ecke zu sitzen und über Riesen zu fachsimpeln;","Harry und Ron verbrachten den restlichen {{c1::Ballabend}} damit, in einer Ecke zu sitzen und über Riesen zu fachsimpeln;",2,04_harry_potter_und_der_feuerkelch
"der Bananeneis, -",,Bananeneis,NOUN,masculine,,,,,,"er stand auf der anderen Seite des Porträtlochs, sagte der fetten Dame das Passwort (»Bananeneis«), stieg in den Gemeinschaftsraum, murmelte Harry »viel Glück« zu, und Harry schlüpfte hinaus.","er stand auf der anderen Seite des Porträtlochs, sagte der fetten Dame das Passwort (»{{c1::Bananeneis}}«), stieg in den Gemeinschaftsraum, murmelte Harry »viel Glück« zu, und Harry schlüpfte hinaus.",1,04_harry_potter_und_der_feuerkelch
"der Bandit, -en",,Bandit,NOUN,masculine,Banditen,-en,,,,"»Ich wette mit euch, dass sein Dad einer von diesen maskierten Banditen ist«, sagte Ron empört.","»Ich wette mit euch, dass sein Dad einer von diesen maskierten {{c1::Banditen}} ist«, sagte Ron empört.",1,04_harry_potter_und_der_feuerkelch
"der Bang, -",,Bang,NOUN,masculine,,,,,,"Samstagnachmittag um zwei zu dem Gatter an der Straße, die aus Hogsmeade herausführt (an Derwisch und Banges vorbei).","Samstagnachmittag um zwei zu dem Gatter an der Straße, die aus Hogsmeade herausführt (an Derwisch und {{c1::Banges}} vorbei).",2,04_harry_potter_und_der_feuerkelch
"die Bankreihe, -n",,Bankreihe,NOUN,feminine,Bankreihen,-n,,,,"nur diese dicht geschlossenen Bankreihen, die sich an den Wänden des Raums emporzogen, so dass alle Zuschauer ungehinderten Blick auf den Stuhl mit den Ketten an den Armlehnen hatten.","nur diese dicht geschlossenen {{c1::Bankreihen}}, die sich an den Wänden des Raums emporzogen, so dass alle Zuschauer ungehinderten Blick auf den Stuhl mit den Ketten an den Armlehnen hatten.",1,04_harry_potter_und_der_feuerkelch
