lemma,surface,pos,frequency,context_gender,context_number,plural,plural_alternatives,plural_candidates,verb_forms,example_sentence,example_cloze,book
dicke,dick,ADV,5,,,,,,,"Er sah einfach verboten dick aus, und so wild - Haar und Bart verdeckten mit langen Strähnen fast sein ganzes Gesicht, er hatte Hände, so groß wie Mülleimerdeckel, und in den Lederstiefeln steckten Füße wie Delphinbabys.","Er sah einfach verboten {{c1::dick}} aus, und so wild - Haar und Bart verdeckten mit langen Strähnen fast sein ganzes Gesicht, er hatte Hände, so groß wie Mülleimerdeckel, und in den Lederstiefeln steckten Füße wie Delphinbabys.",01_harry_potter_und_der_stein_der_weisen
drein,drein,ADV,5,,,,,,,Schon bei dem bloßen Gedanken daran sah er furchtbar verängstigt drein.,Schon bei dem bloßen Gedanken daran sah er furchtbar verängstigt {{c1::drein}}.,01_harry_potter_und_der_stein_der_weisen
egal,egal,ADV,5,,,,,,,"Wenn es etwas gab, was die Dursleys noch mehr hassten als seine Fragen, dann waren es seine Geschichten über die Dinge, die sich nicht so verhielten, wie sie sollten, egal ob es nun in einem Traum oder in einem Comic passierte - sie glaubten offenbar, er könnte auf gefährliche Gedanken kommen.","Wenn es etwas gab, was die Dursleys noch mehr hassten als seine Fragen, dann waren es seine Geschichten über die Dinge, die sich nicht so verhielten, wie sie sollten, {{c1::egal}} ob es nun in einem Traum oder in einem Comic passierte - sie glaubten offenbar, er könnte auf gefährliche Gedanken kommen.",01_harry_potter_und_der_stein_der_weisen
funkelnd,funkelnd,ADV,5,,,,,,,"Seine blauen Augen leuchteten funkelnd hinter den halbmondförmigen Brillengläsern hervor, und seine Nase war sehr lang und krumm, als ob sie mindestens zweimal gebrochen wäre.","Seine blauen Augen leuchteten {{c1::funkelnd}} hinter den halbmondförmigen Brillengläsern hervor, und seine Nase war sehr lang und krumm, als ob sie mindestens zweimal gebrochen wäre.",01_harry_potter_und_der_stein_der_weisen
gespannt,gespannt,ADV,5,,,,,,,"»Klar«, sagte Harry, gespannt darauf, mehr von Hagrids Zauberkünsten zu sehen.","»Klar«, sagte Harry, {{c1::gespannt}} darauf, mehr von Hagrids Zauberkünsten zu sehen.",01_harry_potter_und_der_stein_der_weisen
hastig,hastig,ADV,5,,,,,,,"Tante Petunia fragte Harry ganz entsetzt, ob er den Mann kenne, und schubste ihn und Dudley hastig aus dem Laden, ohne etwas zu kaufen.","Tante Petunia fragte Harry ganz entsetzt, ob er den Mann kenne, und schubste ihn und Dudley {{c1::hastig}} aus dem Laden, ohne etwas zu kaufen.",01_harry_potter_und_der_stein_der_weisen
nähern,näherten,VERB,5,,,,,,,"Es thronte dort oben, während sie sich dem Felsen näherten, auf dem es gebaut war.","Es thronte dort oben, während sie sich dem Felsen {{c1::näherten}}, auf dem es gebaut war.",01_harry_potter_und_der_stein_der_weisen
nötig,nötig,ADV,5,,,,,,,"»Nicht, dass Sie es nötig hätten, oder, P-Potter?«","»Nicht, dass Sie es {{c1::nötig}} hätten, oder, P-Potter?«",01_harry_potter_und_der_stein_der_weisen
schläfrig,schläfrig,ADV,5,,,,,,,"»Gib ihr fünf Knuts«, sagte Hagrid schläfrig.","»Gib ihr fünf Knuts«, sagte Hagrid {{c1::schläfrig}}.",01_harry_potter_und_der_stein_der_weisen
sorgfältig,sorgfältig,ADV,5,,,,,,,"Eine Brise kräuselte die sorgfältig geschnittenen Hecken des Ligusterwegs, der still und ordentlich dalag unter dem tintenfarbenen Himmel, und nie wäre man auf den Gedanken gekommen, dass hier etwas Unerhörtes geschehen könnte.","Eine Brise kräuselte die {{c1::sorgfältig}} geschnittenen Hecken des Ligusterwegs, der still und ordentlich dalag unter dem tintenfarbenen Himmel, und nie wäre man auf den Gedanken gekommen, dass hier etwas Unerhörtes geschehen könnte.",01_harry_potter_und_der_stein_der_weisen
vermummt,vermummte,ADJ,5,,,,,,,Eine vermummte Gestalt eilte die Schlosstreppen herunter.,Eine {{c1::vermummte}} Gestalt eilte die Schlosstreppen herunter.,01_harry_potter_und_der_stein_der_weisen
weh,weh,ADV,5,,,,,,,Zweimal fiel er ihm auf die Füße und das tat weh.,Zweimal fiel er ihm auf die Füße und das tat {{c1::weh}}.,01_harry_potter_und_der_stein_der_weisen
zitternder,zitternder,ADJ,5,,,,,,,Professor McGonagall fuhr mit zitternder Stimme fort:,Professor McGonagall fuhr mit {{c1::zitternder}} Stimme fort:,01_harry_potter_und_der_stein_der_weisen
zufrieden,zufrieden,ADV,5,,,,,,,"Je verzweifelter sie sich mühte, ihn über Harrys Kopf zu ziehen, desto enger schien er zu werden, bis er am Ende vielleicht noch einer Babypuppe gepasst hätte, aber sicher nicht Harry Tante Petunia gab sich schließlich mit der Erklärung zufrieden, er müsse wohl beim Waschen eingelaufen sein, und zu Harrys großer Erleichterung bestrafte sie ihn nicht.","Je verzweifelter sie sich mühte, ihn über Harrys Kopf zu ziehen, desto enger schien er zu werden, bis er am Ende vielleicht noch einer Babypuppe gepasst hätte, aber sicher nicht Harry Tante Petunia gab sich schließlich mit der Erklärung {{c1::zufrieden}}, er müsse wohl beim Waschen eingelaufen sein, und zu Harrys großer Erleichterung bestrafte sie ihn nicht.",01_harry_potter_und_der_stein_der_weisen
zukaufen,kaufen,VERB,5,,,,,,,"Tante Petunia fragte Harry ganz entsetzt, ob er den Mann kenne, und schubste ihn und Dudley hastig aus dem Laden, ohne etwas zu kaufen.","Tante Petunia fragte Harry ganz entsetzt, ob er den Mann kenne, und schubste ihn und Dudley hastig aus dem Laden, ohne etwas zu {{c1::kaufen}}.",01_harry_potter_und_der_stein_der_weisen
zuspielen,spielen,VERB,5,,,,,,,"»Aber ich - Vater sagt, es wäre eine Schande, wenn ich nicht ausgewählt werde, um für mein Haus zu spielen, und ich muss sagen, er hat Recht.","»Aber ich - Vater sagt, es wäre eine Schande, wenn ich nicht ausgewählt werde, um für mein Haus zu {{c1::spielen}}, und ich muss sagen, er hat Recht.",01_harry_potter_und_der_stein_der_weisen
Abgasverlust,Wärme,NOUN,4,feminine,singular,Abgasverluste,Abgasverlusten,,,"Es erfüllte die ganze feuchte Hütte mit flackerndem Licht, und Harry fühlte die Wärme über sein Gesicht fließen, als ob er in ein heißes Bad getaucht wäre.","Es erfüllte die ganze feuchte Hütte mit flackerndem Licht, und Harry fühlte die {{c1::Wärme}} über sein Gesicht fließen, als ob er in ein heißes Bad getaucht wäre.",01_harry_potter_und_der_stein_der_weisen
Böse,Bösen,NOUN,4,neuter,plural,Bösen,Böser; keine Bösen; keiner Bösen; keinen Bösen,Bösen (1),,"Binns leierte Namen und Jahreszahlen herunter, und sie kritzelten alles in ihre Hefte und verwechselten Emmerich den Bösen mit Ulrich dem Komischen Kauz.","Binns leierte Namen und Jahreszahlen herunter, und sie kritzelten alles in ihre Hefte und verwechselten Emmerich den {{c1::Bösen}} mit Ulrich dem Komischen Kauz.",01_harry_potter_und_der_stein_der_weisen
Dursleys,Dursleys,NOUN,4,,plural,Dursleys,,Dursleys (4),,Die Dursleys kauerten sich an die Wand.,Die {{c1::Dursleys}} kauerten sich an die Wand.,01_harry_potter_und_der_stein_der_weisen
Eulerei,Eulerei,NOUN,4,feminine,singular,,,,,"Manchmal ließ sie sich auf seiner Schulter nieder, knabberte ein wenig an seinem Ohr und verspeiste ein Stück Toast, bevor sie sich mit den anderen Schuleulen in die Eulerei zum Schlafen verzog.","Manchmal ließ sie sich auf seiner Schulter nieder, knabberte ein wenig an seinem Ohr und verspeiste ein Stück Toast, bevor sie sich mit den anderen Schuleulen in die {{c1::Eulerei}} zum Schlafen verzog.",01_harry_potter_und_der_stein_der_weisen
Galleone,Galleone,NOUN,4,feminine,singular,Galleonen,Galleone,Galleonen (3); Galleone (1),,Siebzehn Silbersickel sind eine Galleone und neunundzwanzig Knuts sind eine Sickel.,Siebzehn Silbersickel sind eine {{c1::Galleone}} und neunundzwanzig Knuts sind eine Sickel.,01_harry_potter_und_der_stein_der_weisen
Hausmeisterschaft,Hausmeisterschaft,NOUN,4,feminine,singular,,,,,"Ich hoffe, ihr strengt euch an, dass wir die Hausmeisterschaft dieses Jahr gewinnen?","Ich hoffe, ihr strengt euch an, dass wir die {{c1::Hausmeisterschaft}} dieses Jahr gewinnen?",01_harry_potter_und_der_stein_der_weisen
Jagen,Jagen,NOUN,4,neuter,singular,,,,,"Obwohl Eulen normalerweise nachts Jagen und tagsüber kaum gesichtet werden, wurden diese Vögel seit Sonnenaufgang hunderte Male beobachtet, wie sie kreuz und quer über das Land hinwegflogen.","Obwohl Eulen normalerweise nachts {{c1::Jagen}} und tagsüber kaum gesichtet werden, wurden diese Vögel seit Sonnenaufgang hunderte Male beobachtet, wie sie kreuz und quer über das Land hinwegflogen.",01_harry_potter_und_der_stein_der_weisen
Kaminfeuer,Kaminfeuers,NOUN,4,masculine,singular,Kaminfeuern,Kaminfeuer,Kaminfeuer (1),,"»Wo war ich gerade?«, sagte Hagrid, doch in diesem Augenblick trat Onkel Vernon, immer noch aschfahl, doch sehr zornig aussehend, in das Licht des Kaminfeuers.","»Wo war ich gerade?«, sagte Hagrid, doch in diesem Augenblick trat Onkel Vernon, immer noch aschfahl, doch sehr zornig aussehend, in das Licht des {{c1::Kaminfeuers}}.",01_harry_potter_und_der_stein_der_weisen
Knack,Knacken,NOUN,4,neuter,singular,Knacke,Knacken,,,"Auch Hagrid musste erschrocken sein, denn ein lautes Knacken war zu hören, und rasch erhob er sich von den Storchenbeinen.","Auch Hagrid musste erschrocken sein, denn ein lautes {{c1::Knacken}} war zu hören, und rasch erhob er sich von den Storchenbeinen.",01_harry_potter_und_der_stein_der_weisen
Krankenflügel,Krankenflügel,NOUN,4,masculine,singular,,,,,"Keiner von euch rührt sich, während ich diesen jungen in den Krankenflügel bringe!","Keiner von euch rührt sich, während ich diesen jungen in den {{c1::Krankenflügel}} bringe!",01_harry_potter_und_der_stein_der_weisen
Marmortreppe,Marmortreppe,NOUN,4,feminine,singular,Marmortreppen,,,,"Wie bei Gringotts beleuchtete das flackernde Licht von Fackeln die Steinwände, die Decke war so hoch, dass man sie nicht mehr erkennen konnte, und vor ihnen führte eine gewaltige Marmortreppe in die oberen Stockwerke.","Wie bei Gringotts beleuchtete das flackernde Licht von Fackeln die Steinwände, die Decke war so hoch, dass man sie nicht mehr erkennen konnte, und vor ihnen führte eine gewaltige {{c1::Marmortreppe}} in die oberen Stockwerke.",01_harry_potter_und_der_stein_der_weisen
Pulli,Pulli,NOUN,4,masculine,singular,Pullis,,,,"Ein andermal hatte Tante Petunia versucht, ihn in einen ekligen alten Pulli von Dudley zu zwängen (braun mit orangeroten Bommeln).","Ein andermal hatte Tante Petunia versucht, ihn in einen ekligen alten {{c1::Pulli}} von Dudley zu zwängen (braun mit orangeroten Bommeln).",01_harry_potter_und_der_stein_der_weisen
Quidditch-Feld,Quidditch-Feld,NOUN,4,neuter,singular,,,,,Oliver Wood erwartet Sie heute Abend um sieben Uhr auf dem Quidditch-Feld zu ihrer ersten Trainingsstunde.,Oliver Wood erwartet Sie heute Abend um sieben Uhr auf dem {{c1::Quidditch-Feld}} zu ihrer ersten Trainingsstunde.,01_harry_potter_und_der_stein_der_weisen
Rennrad,Rennrad,NOUN,4,neuter,singular,Rennräder,Rennrädern,,,"Offenbar hatte Dudley den neuen Computer bekommen, den er sich gewünscht hatte, und, der Rede gar nicht wert, auch noch den zweiten Fernseher und das Rennrad.","Offenbar hatte Dudley den neuen Computer bekommen, den er sich gewünscht hatte, und, der Rede gar nicht wert, auch noch den zweiten Fernseher und das {{c1::Rennrad}}.",01_harry_potter_und_der_stein_der_weisen
Schokofrosch,Schokofrosch,NOUN,4,masculine,singular,,,,,Harry wickelte den Schokofrosch aus und entnahm die Karte.,Harry wickelte den {{c1::Schokofrosch}} aus und entnahm die Karte.,01_harry_potter_und_der_stein_der_weisen
Zauberbann,Zauberbannen,NOUN,4,masculine,plural,Zauberbanne,Zauberbannen,Zauberbanne (2); Zauberbannen (1),,"Wenn Snape dabei gewesen war, als sie den Stein mit den Zauberbannen umgaben, musste es ein Leichtes für ihn gewesen sein herauszufinden, wie die andern ihn geschützt hatten.","Wenn Snape dabei gewesen war, als sie den Stein mit den {{c1::Zauberbannen}} umgaben, musste es ein Leichtes für ihn gewesen sein herauszufinden, wie die andern ihn geschützt hatten.",01_harry_potter_und_der_stein_der_weisen
Zauberkunst,Zauberkünsten,NOUN,4,feminine,plural,Zauberkünste,Zauberkünsten,Zauberkünsten (1),,"»Klar«, sagte Harry, gespannt darauf, mehr von Hagrids Zauberkünsten zu sehen.","»Klar«, sagte Harry, gespannt darauf, mehr von Hagrids {{c1::Zauberkünsten}} zu sehen.",01_harry_potter_und_der_stein_der_weisen
Zaubertrankstunde,Zaubertrankstunde,NOUN,4,feminine,singular,Zaubertrankstunden,,Zaubertrankstunden (1),,"Am Ende der ersten Zaubertrankstunde wusste er, dass er falsch gelegen hatte.","Am Ende der ersten {{c1::Zaubertrankstunde}} wusste er, dass er falsch gelegen hatte.",01_harry_potter_und_der_stein_der_weisen
absichtlich,absichtlich,ADV,4,,,,,,,"Er hatte geschrien, seinen Vater mit dem Smelting-Stock geschlagen, sich absichtlich übergeben, seine Mutter getreten und seine Schildkröte durch das Dach des Gewächshauses geworfen, aber sein Zimmer hatte er trotzdem nicht zurückbekommen.","Er hatte geschrien, seinen Vater mit dem Smelting-Stock geschlagen, sich {{c1::absichtlich}} übergeben, seine Mutter getreten und seine Schildkröte durch das Dach des Gewächshauses geworfen, aber sein Zimmer hatte er trotzdem nicht zurückbekommen.",01_harry_potter_und_der_stein_der_weisen
alleine,alleine,ADV,4,,,,,,,"»Der Wagen ist neu, kommt nicht in Frage, dass er alleine drinbleibt ...«","»Der Wagen ist neu, kommt nicht in Frage, dass er {{c1::alleine}} drinbleibt ...«",01_harry_potter_und_der_stein_der_weisen
allesamt,allesamt,ADV,4,,,,,,,"Piers, Dennis, Malcolm und Gorden waren allesamt groß und dumm, doch weil Dudley der Dümmste von allen war, war er ihr Anführer.","Piers, Dennis, Malcolm und Gorden waren {{c1::allesamt}} groß und dumm, doch weil Dudley der Dümmste von allen war, war er ihr Anführer.",01_harry_potter_und_der_stein_der_weisen
aneinander,aneinander,ADV,4,,,,,,,"Die Slytherins waren schon da, und auch, fein säuberlich aneinander gereiht auf dem Boden liegend, zwanzig Besen.","Die Slytherins waren schon da, und auch, fein säuberlich {{c1::aneinander}} gereiht auf dem Boden liegend, zwanzig Besen.",01_harry_potter_und_der_stein_der_weisen
angewurzelt,angewurzelt,ADV,4,,,,,,,Mr. Dursley blieb wie angewurzelt stehen.,Mr. Dursley blieb wie {{c1::angewurzelt}} stehen.,01_harry_potter_und_der_stein_der_weisen
blaffen,blaffte,VERB,4,,,,,,,"»Setz dich.«, blaffte er Hermine an.","»Setz dich.«, {{c1::blaffte}} er Hermine an.",01_harry_potter_und_der_stein_der_weisen
dastehen,dastand,VERB,4,,,,,,,"Harry sah Ron an, der immer noch mit erhobenem Zauberstab dastand.","Harry sah Ron an, der immer noch mit erhobenem Zauberstab {{c1::dastand}}.",01_harry_potter_und_der_stein_der_weisen
deutlich,deutlicher,ADV,4,,,,,,,"Als Hagrid mit der Geschichte ans Ende kam, sah er noch einmal den blendend hellen, grünen Blitz vor sich, deutlicher als Jemals zuvor - und er erinnerte sich zum ersten Mal im Leben an etwas anderes - an ein höhnische, kaltes, grausames Lachen.","Als Hagrid mit der Geschichte ans Ende kam, sah er noch einmal den blendend hellen, grünen Blitz vor sich, {{c1::deutlicher}} als Jemals zuvor - und er erinnerte sich zum ersten Mal im Leben an etwas anderes - an ein höhnische, kaltes, grausames Lachen.",01_harry_potter_und_der_stein_der_weisen
gegenseitig,gegenseitig,ADV,4,,,,,,,"Außerdem hatten sie knorrige Holzstöcke, mit denen sie sich, wenn die Lehrer nicht hinsahen, gegenseitig Hiebe versetzten.","Außerdem hatten sie knorrige Holzstöcke, mit denen sie sich, wenn die Lehrer nicht hinsahen, {{c1::gegenseitig}} Hiebe versetzten.",01_harry_potter_und_der_stein_der_weisen
gelegentlich,gelegentlich,ADV,4,,,,,,,"Dunkel war es dort gewesen, aus der einen oder andern Ecke hatten sie ein Flattern gehört, und gelegentlich waren diamanthelle Augenpaare aufgeblitzt.","Dunkel war es dort gewesen, aus der einen oder andern Ecke hatten sie ein Flattern gehört, und {{c1::gelegentlich}} waren diamanthelle Augenpaare aufgeblitzt.",01_harry_potter_und_der_stein_der_weisen
gemeinsam,gemeinsam,ADV,4,,,,,,,"Ihr habt gemeinsam Unterricht, ihr schlaft im Schlafsaal eures Hauses und verbringt eure Freizeit im Gemeinschaftsraum.","Ihr habt {{c1::gemeinsam}} Unterricht, ihr schlaft im Schlafsaal eures Hauses und verbringt eure Freizeit im Gemeinschaftsraum.",01_harry_potter_und_der_stein_der_weisen
glaubst,Glaubst,ADV,4,,,,,,,"Er stand auf und kratzte sich am Kop£ »Glaubst du etwa, deine Eltern hätten dir nichts hinterlassen?","Er stand auf und kratzte sich am Kop£ »{{c1::Glaubst}} du etwa, deine Eltern hätten dir nichts hinterlassen?",01_harry_potter_und_der_stein_der_weisen
gleichzeitig,gleichzeitig,ADV,4,,,,,,,"Er versuchte ruhig zu sprechen, zog Jedoch gleichzeitig große Haarbüschel aus seinem Schnurrbart.","Er versuchte ruhig zu sprechen, zog Jedoch {{c1::gleichzeitig}} große Haarbüschel aus seinem Schnurrbart.",01_harry_potter_und_der_stein_der_weisen
herausholen,herausholen,VERB,4,,,,,,,"»Nein, Sir - das Haus war fast zerstört, aber ich hab ihn gerade noch herausholen können, bevor die Muggel angeschwirrt kamen.","»Nein, Sir - das Haus war fast zerstört, aber ich hab ihn gerade noch {{c1::herausholen}} können, bevor die Muggel angeschwirrt kamen.",01_harry_potter_und_der_stein_der_weisen
hochsteigen,hochstiegen,VERB,4,,,,,,,"»Tja, das ist ein Kobold«, sagte Hagrid leise, als sie die steinernen Stufen zu ihm hochstiegen.","»Tja, das ist ein Kobold«, sagte Hagrid leise, als sie die steinernen Stufen zu ihm {{c1::hochstiegen}}.",01_harry_potter_und_der_stein_der_weisen
hungrig,hungrig,ADV,4,,,,,,,"Er war hungrig, er hatte fünf seiner Lieblingssendungen im Fernsehen verpasst, und er hatte noch nie so lange Zeit verbracht, ohne am Computer einen Außerirdischen in die Luft zu Jagen.","Er war {{c1::hungrig}}, er hatte fünf seiner Lieblingssendungen im Fernsehen verpasst, und er hatte noch nie so lange Zeit verbracht, ohne am Computer einen Außerirdischen in die Luft zu Jagen.",01_harry_potter_und_der_stein_der_weisen
hübsch,hübsch,ADV,4,,,,,,,"Tante Petunia brach in Tränen aus und sagte, sie könne es einfach nicht fassen, dass dies ihr süßer kleiner Dudleyspatz sei, so hübsch und erwachsen wie er aussehe.","Tante Petunia brach in Tränen aus und sagte, sie könne es einfach nicht fassen, dass dies ihr süßer kleiner Dudleyspatz sei, so {{c1::hübsch}} und erwachsen wie er aussehe.",01_harry_potter_und_der_stein_der_weisen
lässig,lässig,ADV,4,,,,,,,"»Oh, das ist Crabbe und das ist Goyle«, bemerkte der blasse Junge lässig, als er Harrys Blick folgte.","»Oh, das ist Crabbe und das ist Goyle«, bemerkte der blasse Junge {{c1::lässig}}, als er Harrys Blick folgte.",01_harry_potter_und_der_stein_der_weisen
müde,müde,ADV,4,,,,,,,"Als sich Onkel Vernon am Sonntagmorgen an den Frühstückstisch setzte, sah er müde und ziemlich erschöpft, aber glücklich aus.","Als sich Onkel Vernon am Sonntagmorgen an den Frühstückstisch setzte, sah er {{c1::müde}} und ziemlich erschöpft, aber glücklich aus.",01_harry_potter_und_der_stein_der_weisen
rabenschwarz,rabenschwarzen,ADJ,4,,,,,,,"Unter einem Büschel rabenschwarzen Haares auf der Stirn konnten sie einen merkwürdigen Schnitt erkennen, der aussah wie ein Blitz.","Unter einem Büschel {{c1::rabenschwarzen}} Haares auf der Stirn konnten sie einen merkwürdigen Schnitt erkennen, der aussah wie ein Blitz.",01_harry_potter_und_der_stein_der_weisen
säuberlich,säuberlich,ADV,4,,,,,,,"Wenn die Sonne aufging, tauchte sie dieselben fein säuberlich gepflegten Vorgarten in ihr Licht und ließ dasselbe Messingschild mit der Nummer 4 über der Tür erglimmen.","Wenn die Sonne aufging, tauchte sie dieselben fein {{c1::säuberlich}} gepflegten Vorgarten in ihr Licht und ließ dasselbe Messingschild mit der Nummer 4 über der Tür erglimmen.",01_harry_potter_und_der_stein_der_weisen
traurig,traurig,ADV,4,,,,,,,"»Ja, Ja, das ist alles sehr traurig, aber reiß dich zusammen, Hagrid, oder man wird uns entdecken«, flüsterte Professor McGonagall und klopfte Hagrid behutsam auf den Arm, während Dumbledore über die niedrige Gartenmauer stieg und zum Vordereingang trat.","»Ja, Ja, das ist alles sehr {{c1::traurig}}, aber reiß dich zusammen, Hagrid, oder man wird uns entdecken«, flüsterte Professor McGonagall und klopfte Hagrid behutsam auf den Arm, während Dumbledore über die niedrige Gartenmauer stieg und zum Vordereingang trat.",01_harry_potter_und_der_stein_der_weisen
umherschleichen,umherschleichen,VERB,4,,,,,,,"Mitten in der Nacht umherschleichen, wie können Sie es wagen -«","Mitten in der Nacht {{c1::umherschleichen}}, wie können Sie es wagen -«",01_harry_potter_und_der_stein_der_weisen
weniger,weniger,ADV,4,,,,,,,"Sie könnten keine zwei Menschen finden, die uns weniger ähneln.","Sie könnten keine zwei Menschen finden, die uns {{c1::weniger}} ähneln.",01_harry_potter_und_der_stein_der_weisen
wissend,wissend,ADV,4,,,,,,,"Seine kleinen Finger klammerten sich an den Brief neben ihm, und er schlief weiter, nicht wissend, dass er etwas Besonderes war, nicht wissend, dass er berühmt war, nicht wissend, dass in ein paar Stunden, wenn Mrs.","Seine kleinen Finger klammerten sich an den Brief neben ihm, und er schlief weiter, nicht {{c1::wissend}}, dass er etwas Besonderes war, nicht wissend, dass er berühmt war, nicht wissend, dass in ein paar Stunden, wenn Mrs.",01_harry_potter_und_der_stein_der_weisen
zubleiben,bleiben,VERB,4,,,,,,,"Neville hing ihr an den Lippen, begicrig auf alles, was ihm nachher helfen könnte, auf dem Besen zu bleiben, doch alle anderen waren erleichtert, als die Ankunft der Post Hermines Vorlesung unterbrach.","Neville hing ihr an den Lippen, begicrig auf alles, was ihm nachher helfen könnte, auf dem Besen zu {{c1::bleiben}}, doch alle anderen waren erleichtert, als die Ankunft der Post Hermines Vorlesung unterbrach.",01_harry_potter_und_der_stein_der_weisen
zuerkennen,erkennen,VERB,4,,,,,,,"Dursley an dem trüben und grauen Dienstag, an dem unsere Geschichte beginnt, die Augen aufschlugen, war an dem wolkenverhangenen Himmel draußen kein Vorzeichen der merkwürdigen und geheimnisvollen Dinge zu erkennen, die bald Überall im Land geschehen sollten.","Dursley an dem trüben und grauen Dienstag, an dem unsere Geschichte beginnt, die Augen aufschlugen, war an dem wolkenverhangenen Himmel draußen kein Vorzeichen der merkwürdigen und geheimnisvollen Dinge zu {{c1::erkennen}}, die bald Überall im Land geschehen sollten.",01_harry_potter_und_der_stein_der_weisen
zufliegen,fliegen,VERB,4,,,,,,,"Ron konnte einfach nicht einsehen, was so spannend sein sollte .in einem Spiel mit nur einem Ball, bei dem es nicht erlaubt war zu fliegen.","Ron konnte einfach nicht einsehen, was so spannend sein sollte .in einem Spiel mit nur einem Ball, bei dem es nicht erlaubt war zu {{c1::fliegen}}.",01_harry_potter_und_der_stein_der_weisen
zufällig,zufällig,ADV,4,,,,,,,"Das Verlies, das durchsucht wurde, war zufällig am selben Tag geleert worden.","Das Verlies, das durchsucht wurde, war {{c1::zufällig}} am selben Tag geleert worden.",01_harry_potter_und_der_stein_der_weisen
Besonderes,Besonderes,NOUN,3,neuter,singular,,,,,"Seine kleinen Finger klammerten sich an den Brief neben ihm, und er schlief weiter, nicht wissend, dass er etwas Besonderes war, nicht wissend, dass er berühmt war, nicht wissend, dass in ein paar Stunden, wenn Mrs.","Seine kleinen Finger klammerten sich an den Brief neben ihm, und er schlief weiter, nicht wissend, dass er etwas {{c1::Besonderes}} war, nicht wissend, dass er berühmt war, nicht wissend, dass in ein paar Stunden, wenn Mrs.",01_harry_potter_und_der_stein_der_weisen
Briefschlitz,Briefschlitzes,NOUN,3,neuter,singular,Briefschlitze,Briefschlitzen,,,Die Klappe des Briefschlitzes quietschte und die Post klatschte auf die Türmatte.,Die Klappe des {{c1::Briefschlitzes}} quietschte und die Post klatschte auf die Türmatte.,01_harry_potter_und_der_stein_der_weisen
Dannen,dannen,NOUN,3,neuter,singular,dannen,,dannen (2),,Und der alte Mann umarmte Mr. Dursley ungefähr in Bauchhöhe und ging von dannen.,Und der alte Mann umarmte Mr. Dursley ungefähr in Bauchhöhe und ging von {{c1::dannen}}.,01_harry_potter_und_der_stein_der_weisen
Einziger,Einzigen,NOUN,3,neuter,plural,Einzigen,,Einzigen (2),,"Sie sind die Einzigen aus der Familie, die ihm noch geblieben sind.","Sie sind die {{c1::Einzigen}} aus der Familie, die ihm noch geblieben sind.",01_harry_potter_und_der_stein_der_weisen
Etwas,Etwas,NOUN,3,neuter,singular,Etwas,Etwasse; Etwassen,,,"Im ersten Stock gingen Lichter an, und mit einem furchtbaren Schreck wurde Harry klar, dass das große matschige Etwas das Gesicht seines Onkels war.","Im ersten Stock gingen Lichter an, und mit einem furchtbaren Schreck wurde Harry klar, dass das große matschige {{c1::Etwas}} das Gesicht seines Onkels war.",01_harry_potter_und_der_stein_der_weisen
Federkiel,Federkiel,NOUN,3,masculine,singular,Federkiele,Federkielen,Federkiele (1); Federkielen (1),,"eine echte, lebende, recht zerzaust aussehende Eule - wie einen langen Federkiel und eine Pergamentrolle.","eine echte, lebende, recht zerzaust aussehende Eule - wie einen langen {{c1::Federkiel}} und eine Pergamentrolle.",01_harry_potter_und_der_stein_der_weisen
Flüster,Flüstern,NOUN,3,neuter,singular,Flüstern,,Flüstern (1),,"Es war kaum mehr als ein Flüstern, doch sie verstanden jedes Wort - wie Professor McGonagall hatte Snape die Gabe, eine Klasse mühelos ruhig zu halten.","Es war kaum mehr als ein {{c1::Flüstern}}, doch sie verstanden jedes Wort - wie Professor McGonagall hatte Snape die Gabe, eine Klasse mühelos ruhig zu halten.",01_harry_potter_und_der_stein_der_weisen
Geheimgang,Geheimgänge,NOUN,3,masculine,plural,Geheimgänge,Geheimgängen,Geheimgänge (1),,Filch kannte die Geheimgänge der Schule besser als alle andern (mit Ausnahme vielleicht der WeasleyZwillinge) und konnte so plötzlich auftauchen wie sonst nur ein Geist.,Filch kannte die {{c1::Geheimgänge}} der Schule besser als alle andern (mit Ausnahme vielleicht der WeasleyZwillinge) und konnte so plötzlich auftauchen wie sonst nur ein Geist.,01_harry_potter_und_der_stein_der_weisen
Goldene,Goldenes,NOUN,3,neuter,singular,,,,,"Einmal hatte er etwas Goldenes aufblitzen sehen doch es war nur ein Lichtreflex von der Armbanduhr eines Weasley, und wenn ein Klatscher sich entschied, einer Kanonenkugel gleich auf ihn zuzujagen, wich ihm Harry aus und Fred Weasley kam hinter ihm hergefegt.","Einmal hatte er etwas {{c1::Goldenes}} aufblitzen sehen doch es war nur ein Lichtreflex von der Armbanduhr eines Weasley, und wenn ein Klatscher sich entschied, einer Kanonenkugel gleich auf ihn zuzujagen, wich ihm Harry aus und Fred Weasley kam hinter ihm hergefegt.",01_harry_potter_und_der_stein_der_weisen
