front,back,lemma,pos,gender,plural,plural_display,plural_alternatives,translations,translation_source,example,example_cloze,frequency,book
diskret,,diskret,ADV,,,,,,,"Die Dursleys hatten Kingsley in den Nachrichten entdeckt, als er diskret hinter dem Premierminister der Muggel herlief, der gerade ein Krankenhaus besichtigte.","Die Dursleys hatten Kingsley in den Nachrichten entdeckt, als er {{c1::diskret}} hinter dem Premierminister der Muggel herlief, der gerade ein Krankenhaus besichtigte.",1,07_harry_potter_und_die_heiligtuemer_des_todes
draufgetan,,draufgetan,ADV,,,,,,,"Außerdem hat dich die Schlange gebissen, aber ich hab die Wunde gereinigt und etwas Diptam draufgetan …«","Außerdem hat dich die Schlange gebissen, aber ich hab die Wunde gereinigt und etwas Diptam {{c1::draufgetan}} …«",1,07_harry_potter_und_die_heiligtuemer_des_todes
dreinsehen,,dreinsehen,ADV,,,,,,,"Und als Harry wenig überzeugt dreinsah, fuhr sie fort:","Und als Harry wenig überzeugt {{c1::dreinsah}}, fuhr sie fort:",1,07_harry_potter_und_die_heiligtuemer_des_todes
drunt,,drunt,ADV,,,,,,,"Sel'ge geister drunten in der tiefe,","Sel'ge geister {{c1::drunten}} in der tiefe,",1,07_harry_potter_und_die_heiligtuemer_des_todes
eigenmächtig,,eigenmächtig,ADV,,,,,,,"Dumbledore hätte gewusst, wie und warum Harrys Zauberstab eigenmächtig gehandelt hatte, weil Dumbledore immer die Antworten hatte;","Dumbledore hätte gewusst, wie und warum Harrys Zauberstab {{c1::eigenmächtig}} gehandelt hatte, weil Dumbledore immer die Antworten hatte;",1,07_harry_potter_und_die_heiligtuemer_des_todes
einander,,einander,ADV,,,,,,,"Einander festhaltend, standen sie völlig reglos da und starrten auf die dicht bewachsene schwarze Friedhofsbegrenzung.","{{c1::Einander}} festhaltend, standen sie völlig reglos da und starrten auf die dicht bewachsene schwarze Friedhofsbegrenzung.",1,07_harry_potter_und_die_heiligtuemer_des_todes
einstweilen,,einstweilen,ADV,,,,,,,"Wenn dir das wie ein würdiges Ziel erscheint, dann sagen wir einstweilen Lebewohl.","Wenn dir das wie ein würdiges Ziel erscheint, dann sagen wir {{c1::einstweilen}} Lebewohl.",1,07_harry_potter_und_die_heiligtuemer_des_todes
entbehrlich,,entbehrlich,ADV,,,,,,,"Wie kannst du sicher sein, dass du nicht entbehrlich bist, genau wie meine kleine Schwester?","Wie kannst du sicher sein, dass du nicht {{c1::entbehrlich}} bist, genau wie meine kleine Schwester?",1,07_harry_potter_und_die_heiligtuemer_des_todes
entlanggeschubst,,entlanggeschubst,ADV,,,,,,,"»Kommt!«, sagte Greyback zu seinen Männern, und die Gefangenen wurden durch das Tor und die Zufahrt entlanggeschubst, zwischen hohen Hecken hindurch, die das Geräusch ihrer Schritte dämpften.","»Kommt!«, sagte Greyback zu seinen Männern, und die Gefangenen wurden durch das Tor und die Zufahrt {{c1::entlanggeschubst}}, zwischen hohen Hecken hindurch, die das Geräusch ihrer Schritte dämpften.",1,07_harry_potter_und_die_heiligtuemer_des_todes
entschpann,,entschpann,ADV,,,,,,,Entschpann disch!,{{c1::Entschpann}} disch!,1,07_harry_potter_und_die_heiligtuemer_des_todes
entzweigerissen,,entzweigerissen,ADV,,,,,,,Der Zauberstab aus Stechpalme und Phönixfeder war fast entzweigerissen.,Der Zauberstab aus Stechpalme und Phönixfeder war fast {{c1::entzweigerissen}}.,1,07_harry_potter_und_die_heiligtuemer_des_todes
erstich,,erstich,ADV,,,,,,,»Erstich es!«,»{{c1::Erstich}} es!«,2,07_harry_potter_und_die_heiligtuemer_des_todes
erwähnenswert,,erwähnenswert,ADV,,,,,,,Und er hatte es Harry nie erzählt … es nie für erwähnenswert gehalten …,Und er hatte es Harry nie erzählt … es nie für {{c1::erwähnenswert}} gehalten …,3,07_harry_potter_und_die_heiligtuemer_des_todes
expec-expecto,,expec-expecto,ADV,,,,,,,"»Expec-expecto patronum«, sagte Hermine.","»{{c1::Expec-expecto}} patronum«, sagte Hermine.",1,07_harry_potter_und_die_heiligtuemer_des_todes
familienverleugnend,,familienverleugnend,ADV,,,,,,,"»Ministeriumsverliebter, familienverleugnender, machthungriger Schwachkopf«, sagte Fred.","»Ministeriumsverliebter, {{c1::familienverleugnender}}, machthungriger Schwachkopf«, sagte Fred.",1,07_harry_potter_und_die_heiligtuemer_des_todes
folgendermaßen,,folgendermaßen,ADV,,,,,,,»Die Paare sehen folgendermaßen aus:,»Die Paare sehen {{c1::folgendermaßen}} aus:,1,07_harry_potter_und_die_heiligtuemer_des_todes
frappierend,,frappierend,ADV,,,,,,,"Er begegnete Aberforths Blick, der dem seines Bruders so frappierend ähnlich war:","Er begegnete Aberforths Blick, der dem seines Bruders so {{c1::frappierend}} ähnlich war:",1,07_harry_potter_und_die_heiligtuemer_des_todes
frühreif,,frühreif,ADV,,,,,,,"In Durmstrang ausgebildet, einer Schule, die schon damals für ihre missliche Toleranz gegenüber den dunklen Künsten berühmt war, erwies sich Grindelwald als ebenso frühreif und brillant wie Dumbledore.","In Durmstrang ausgebildet, einer Schule, die schon damals für ihre missliche Toleranz gegenüber den dunklen Künsten berühmt war, erwies sich Grindelwald als ebenso {{c1::frühreif}} und brillant wie Dumbledore.",1,07_harry_potter_und_die_heiligtuemer_des_todes
förderlich,,förderlich,ADV,,,,,,,Gnomenspeichel ist enorm förderlich!,Gnomenspeichel ist enorm {{c1::förderlich}}!,1,07_harry_potter_und_die_heiligtuemer_des_todes
führerlos,,führerlos,ADV,,,,,,,"das Motorrad war jetzt führerlos, und der Beiwagen schlenkerte wild in seinem Fahrtwind hin und her.","das Motorrad war jetzt {{c1::führerlos}}, und der Beiwagen schlenkerte wild in seinem Fahrtwind hin und her.",1,07_harry_potter_und_die_heiligtuemer_des_todes
füße,,füße,ADV,,,,,,,"Sie waren zwei weitere Stockwerke hinabgestiegen, als sich ein neues Paar Füße unauffällig zu ihnen gesellte: Harry, dessen Narbe immer noch ziepte, hörte es zuerst.","Sie waren zwei weitere Stockwerke hinabgestiegen, als sich ein neues Paar {{c1::Füße}} unauffällig zu ihnen gesellte: Harry, dessen Narbe immer noch ziepte, hörte es zuerst.",1,07_harry_potter_und_die_heiligtuemer_des_todes
gefun–,,gefun–,ADV,,,,,,,"»Hast du sie nicht gefun–?«, begann Mr Weasley mit besorgtem Blick.","»Hast du sie nicht {{c1::gefun–}}?«, begann Mr Weasley mit besorgtem Blick.",1,07_harry_potter_und_die_heiligtuemer_des_todes
genügend,,genügend,ADV,,,,,,,"Dann hätten wir vielleicht die Möglichkeit, genügend von diesen Zauberbannen zu finden und aufzuheben, um auch die restlichen durchbrechen zu können.","Dann hätten wir vielleicht die Möglichkeit, {{c1::genügend}} von diesen Zauberbannen zu finden und aufzuheben, um auch die restlichen durchbrechen zu können.",1,07_harry_potter_und_die_heiligtuemer_des_todes
gerechterweise,,gerechterweise,ADV,,,,,,,"Gerechterweise muss man Aberforth einräumen, dass das Leben in Albus' Schatten bestimmt keine nur positive Erfahrung war.","{{c1::Gerechterweise}} muss man Aberforth einräumen, dass das Leben in Albus' Schatten bestimmt keine nur positive Erfahrung war.",1,07_harry_potter_und_die_heiligtuemer_des_todes
geschäftsfördernd,,geschäftsfördernd,ADV,,,,,,,"Sie können sicher verstehen, wie geschäftsfördernd das gewesen sein muss: dass er die Eigenschaften des Elderstabs studierte und kopierte!«","Sie können sicher verstehen, wie {{c1::geschäftsfördernd}} das gewesen sein muss: dass er die Eigenschaften des Elderstabs studierte und kopierte!«",1,07_harry_potter_und_die_heiligtuemer_des_todes
gewieft,,gewieft,ADV,,,,,,,"»Nein, hat er nicht«, sagte Ron gewieft.","»Nein, hat er nicht«, sagte Ron {{c1::gewieft}}.",1,07_harry_potter_und_die_heiligtuemer_des_todes
gnädigerweise,,gnädigerweise,ADV,,,,,,,"Harry zielte mit dem Zauberstab darauf, den er in der Nacht zuvor von Ron bekommen hatte und den Hermine inzwischen gnädigerweise untersucht hatte, mit dem Ergebnis, dass er aus Schwarzdornholz war.","Harry zielte mit dem Zauberstab darauf, den er in der Nacht zuvor von Ron bekommen hatte und den Hermine inzwischen {{c1::gnädigerweise}} untersucht hatte, mit dem Ergebnis, dass er aus Schwarzdornholz war.",1,07_harry_potter_und_die_heiligtuemer_des_todes
gratu–,,gratu–,ADV,,,,,,,"»Das ist großartig, gratu–«","»Das ist großartig, {{c1::gratu–}}«",1,07_harry_potter_und_die_heiligtuemer_des_todes
gravierend,,gravierend,ADV,,,,,,,"Hermine hatte gesagt, er könne nicht repariert werden, der Schaden sei zu gravierend.","Hermine hatte gesagt, er könne nicht repariert werden, der Schaden sei zu {{c1::gravierend}}.",1,07_harry_potter_und_die_heiligtuemer_des_todes
gruselig,,gruselig,ADV,,,,,,,"»Das sind freundliche Wesen, die sind überhaupt nicht gruselig.","»Das sind freundliche Wesen, die sind überhaupt nicht {{c1::gruselig}}.",1,07_harry_potter_und_die_heiligtuemer_des_todes
haarlos,,haarlos,ADV,,,,,,,"Als sie jedoch näher traten, leuchtete sein Gesicht durch die Düsternis, haarlos, schlangenähnlich, mit Schlitzen als Nasenlöchern und funkelnden roten Augen mit senkrechten Pupillen.","Als sie jedoch näher traten, leuchtete sein Gesicht durch die Düsternis, {{c1::haarlos}}, schlangenähnlich, mit Schlitzen als Nasenlöchern und funkelnden roten Augen mit senkrechten Pupillen.",1,07_harry_potter_und_die_heiligtuemer_des_todes
haltbar,,haltbar,ADV,,,,,,,"Wir reden über einen Umhang, der seinen Träger wirklich und wahrhaftig vollkommen unsichtbar macht und ewig haltbar ist, der dauerhaft und unaufspürbar verbirgt, welchen Zaubern er auch ausgesetzt sein mag.","Wir reden über einen Umhang, der seinen Träger wirklich und wahrhaftig vollkommen unsichtbar macht und ewig {{c1::haltbar}} ist, der dauerhaft und unaufspürbar verbirgt, welchen Zaubern er auch ausgesetzt sein mag.",2,07_harry_potter_und_die_heiligtuemer_des_todes
heldenhaft,,heldenhaft,ADV,,,,,,,"»Ihr habt gekämpft«, sagte die hohe, kalte Stimme, »heldenhaft gekämpft.","»Ihr habt gekämpft«, sagte die hohe, kalte Stimme, »{{c1::heldenhaft}} gekämpft.",1,07_harry_potter_und_die_heiligtuemer_des_todes
herabgerannt,,herabgerannt,ADV,,,,,,,Hermine kam die Stufen herabgerannt.,Hermine kam die Stufen {{c1::herabgerannt}}.,1,07_harry_potter_und_die_heiligtuemer_des_todes
herausgeströmt,,herausgeströmt,ADV,,,,,,,"»Dieses Tagebuch ist sozusagen gestorben, als ich es durchbohrt habe«, sagte Harry, und er erinnerte sich daran, dass Tinte aus den durchstochenen Seiten herausgeströmt war wie Blut und dass das Bruchstück von Voldemorts Seele geschrien hatte, während es verendete.","»Dieses Tagebuch ist sozusagen gestorben, als ich es durchbohrt habe«, sagte Harry, und er erinnerte sich daran, dass Tinte aus den durchstochenen Seiten {{c1::herausgeströmt}} war wie Blut und dass das Bruchstück von Voldemorts Seele geschrien hatte, während es verendete.",1,07_harry_potter_und_die_heiligtuemer_des_todes
herausquoll,,herausquoll,ADV,,,,,,,"Panik ließ ihn herumschnellen, und Grauen lähmte ihn, als er den alten Körper zusammenbrechen sah und die große Schlange dort herausquoll, wo gerade noch Bathildas Hals gewesen war.","Panik ließ ihn herumschnellen, und Grauen lähmte ihn, als er den alten Körper zusammenbrechen sah und die große Schlange dort {{c1::herausquoll}}, wo gerade noch Bathildas Hals gewesen war.",1,07_harry_potter_und_die_heiligtuemer_des_todes
herbeigeeilt,,herbeigeeilt,ADV,,,,,,,"Er führte eine Gruppe von Hexern in das Zelt, als Luna herbeigeeilt kam.","Er führte eine Gruppe von Hexern in das Zelt, als Luna {{c1::herbeigeeilt}} kam.",1,07_harry_potter_und_die_heiligtuemer_des_todes
herbeigehumpeln,,herbeigehumpeln,ADV,,,,,,,Der alte Hausmeister war gerade herbeigehumpelt und rief: »Schüler nicht in ihren Betten!,Der alte Hausmeister war gerade {{c1::herbeigehumpelt}} und rief: »Schüler nicht in ihren Betten!,1,07_harry_potter_und_die_heiligtuemer_des_todes
herbeirief,,herbeirief,ADV,,,,,,,"Harry glaubte zu wissen, warum Greyback Voldemort nicht herbeirief.","Harry glaubte zu wissen, warum Greyback Voldemort nicht {{c1::herbeirief}}.",1,07_harry_potter_und_die_heiligtuemer_des_todes
herumzog,,herumzog,ADV,,,,,,,"Harry spürte, wie er seine Hand herumzog wie ein großer Magnet, sah durch seine halb geschlossenen Lider eine Stichflamme aus goldenem Feuer, hörte ein Knacksen und einen Wutschrei.","Harry spürte, wie er seine Hand {{c1::herumzog}} wie ein großer Magnet, sah durch seine halb geschlossenen Lider eine Stichflamme aus goldenem Feuer, hörte ein Knacksen und einen Wutschrei.",1,07_harry_potter_und_die_heiligtuemer_des_todes
heruntersprang,,heruntersprang,ADV,,,,,,,"Und aus dem Tunnel kletterte, mit stark gewucherten Haaren, zerschnittenem Gesicht, zerrissenem Umhang, der echte Neville Longbottom, der vor Freude aufschrie, vom Kaminsims heruntersprang und rief: »Ich wusste, dass ihr kommen würdet!","Und aus dem Tunnel kletterte, mit stark gewucherten Haaren, zerschnittenem Gesicht, zerrissenem Umhang, der echte Neville Longbottom, der vor Freude aufschrie, vom Kaminsims {{c1::heruntersprang}} und rief: »Ich wusste, dass ihr kommen würdet!",1,07_harry_potter_und_die_heiligtuemer_des_todes
hierzulande,,hierzulande,ADV,,,,,,,"Da Grindelwald seine Terrorkampagne jedoch nie auf Britannien ausdehnte, sind die Einzelheiten seines Aufstiegs zur Macht hierzulande in weiten Kreisen nicht bekannt.","Da Grindelwald seine Terrorkampagne jedoch nie auf Britannien ausdehnte, sind die Einzelheiten seines Aufstiegs zur Macht {{c1::hierzulande}} in weiten Kreisen nicht bekannt.",1,07_harry_potter_und_die_heiligtuemer_des_todes
hingelümmelt,,hingelümmelt,ADV,,,,,,,"»Ganz bestimmt«, sagte Snape, und selbst mit seinen schlecht geschnittenen Haaren und seinen komischen Kleidern gab er eine merkwürdig eindrucksvolle Figur ab, wie er da vor ihr hingelümmelt saß, strotzend vor Zuversicht, was seinen künftigen Lebensweg betraf.","»Ganz bestimmt«, sagte Snape, und selbst mit seinen schlecht geschnittenen Haaren und seinen komischen Kleidern gab er eine merkwürdig eindrucksvolle Figur ab, wie er da vor ihr {{c1::hingelümmelt}} saß, strotzend vor Zuversicht, was seinen künftigen Lebensweg betraf.",1,07_harry_potter_und_die_heiligtuemer_des_todes
hingetan,,hingetan,ADV,,,,,,,"Regulus hat sie vielleicht dort hingetan, um das Versteck des Medaillons zu schützen, auch wenn wir das damals nicht … nicht …«","Regulus hat sie vielleicht dort {{c1::hingetan}}, um das Versteck des Medaillons zu schützen, auch wenn wir das damals nicht … nicht …«",1,07_harry_potter_und_die_heiligtuemer_des_todes
hinstopfen,,hinstopfen,ADV,,,,,,,Sie haben Moody wahrscheinlich verwandelt und irgendwo hingestopft –«,Sie haben Moody wahrscheinlich verwandelt und irgendwo {{c1::hingestopft}} –«,1,07_harry_potter_und_die_heiligtuemer_des_todes
hinunterschauten,,hinunterschauten,ADV,,,,,,,"»Wusste ich's doch, dass Ginny das mit der Tätowierung erfunden hat«, sagte Ron, der auf seine nackte Brust hinunterschaute.","»Wusste ich's doch, dass Ginny das mit der Tätowierung erfunden hat«, sagte Ron, der auf seine nackte Brust {{c1::hinunterschaute}}.",1,07_harry_potter_und_die_heiligtuemer_des_todes
hinwegzischt,,hinwegzischt,ADV,,,,,,,"»Wir sind nicht Snape!«, krächzte Harry, bis etwas über ihn hinwegzischte wie ein kalter Luftzug und seine Zunge sich umstülpte, so dass er nicht mehr sprechen konnte.","»Wir sind nicht Snape!«, krächzte Harry, bis etwas über ihn {{c1::hinwegzischte}} wie ein kalter Luftzug und seine Zunge sich umstülpte, so dass er nicht mehr sprechen konnte.",1,07_harry_potter_und_die_heiligtuemer_des_todes
ignorant,,ignorant,ADV,,,,,,,Wie ignorant.,Wie {{c1::ignorant}}.,1,07_harry_potter_und_die_heiligtuemer_des_todes
indiskutabel,,indiskutabel,ADV,,,,,,,"Sie war nun gezwungen hinzunehmen, dass der Elderstab tatsächlich existierte, behauptete aber, dass es sich dabei um etwas Böses handle und dass die Art und Weise, wie Voldemort ihn sich verschafft hatte, widerwärtig und völlig indiskutabel sei.","Sie war nun gezwungen hinzunehmen, dass der Elderstab tatsächlich existierte, behauptete aber, dass es sich dabei um etwas Böses handle und dass die Art und Weise, wie Voldemort ihn sich verschafft hatte, widerwärtig und völlig {{c1::indiskutabel}} sei.",1,07_harry_potter_und_die_heiligtuemer_des_todes
jahrhundertelang,,jahrhundertelang,ADV,,,,,,,"Hatte er geglaubt, dass noch Zeit wäre; dass er noch jahrelang leben würde, jahrhundertelang vielleicht, wie sein Freund Nicolas Flamel?","Hatte er geglaubt, dass noch Zeit wäre; dass er noch jahrelang leben würde, {{c1::jahrhundertelang}} vielleicht, wie sein Freund Nicolas Flamel?",1,07_harry_potter_und_die_heiligtuemer_des_todes
jammernd,,jammernd,ADV,,,,,,,"Er hörte, wie sie die wenigen Passanten jammernd ansprachen, um Gold bettelten und dabei versicherten, dass sie wirklich Zauberer seien.","Er hörte, wie sie die wenigen Passanten {{c1::jammernd}} ansprachen, um Gold bettelten und dabei versicherten, dass sie wirklich Zauberer seien.",1,07_harry_potter_und_die_heiligtuemer_des_todes
klatschnass,,klatschnass,ADV,,,,,,,"Würgend und spuckend, klatschnass und frierend, wie er noch nie im Leben gefroren hatte, kam er zu sich, mit dem Gesicht im Schnee.","Würgend und spuckend, {{c1::klatschnass}} und frierend, wie er noch nie im Leben gefroren hatte, kam er zu sich, mit dem Gesicht im Schnee.",1,07_harry_potter_und_die_heiligtuemer_des_todes
kleinmütig,,kleinmütig,ADV,,,,,,,Kleinmütig.,{{c1::Kleinmütig}}.,2,07_harry_potter_und_die_heiligtuemer_des_todes
klüger,,klüger,ADV,,,,,,,"»Nein, er war klüger als du«, sagte Harry, »ein besserer Zauberer, ein besserer Mann.«","»Nein, er war {{c1::klüger}} als du«, sagte Harry, »ein besserer Zauberer, ein besserer Mann.«",1,07_harry_potter_und_die_heiligtuemer_des_todes
knollenwürmer,,knollenwürmer,ADV,,,,,,,Eine Faust voll Knollenwürmer hatte den Tarnumhang über Rons Kopf getroffen;,Eine Faust voll {{c1::Knollenwürmer}} hatte den Tarnumhang über Rons Kopf getroffen;,1,07_harry_potter_und_die_heiligtuemer_des_todes
krötenhaft,,krötenhaft,ADV,,,,,,,"In diesem Moment wirkte sie so krötenhaft, dass Harry ganz überrascht war, dass sie keine Schwimmhäute zwischen ihren Stummelfingern hatte.","In diesem Moment wirkte sie so {{c1::krötenhaft}}, dass Harry ganz überrascht war, dass sie keine Schwimmhäute zwischen ihren Stummelfingern hatte.",1,07_harry_potter_und_die_heiligtuemer_des_todes
lammfromm,,lammfromm,ADV,,,,,,,"Mit einem Schlenker seines Zauberstabs brachte er Travers dazu, mitzukommen, der ihnen nun lammfromm bis zur Tür folgte und weiter in den groben steinernen Gang dahinter, den lodernde Fackeln erleuchteten.","Mit einem Schlenker seines Zauberstabs brachte er Travers dazu, mitzukommen, der ihnen nun {{c1::lammfromm}} bis zur Tür folgte und weiter in den groben steinernen Gang dahinter, den lodernde Fackeln erleuchteten.",1,07_harry_potter_und_die_heiligtuemer_des_todes
lebkuchenhäus,,lebkuchenhäus,ADV,,,,,,,sie sahen aus wie Lebkuchenhäuser.,sie sahen aus wie {{c1::Lebkuchenhäuser}}.,1,07_harry_potter_und_die_heiligtuemer_des_todes
macht‹,,macht‹,ADV,,,,,,,"»All dieser Quatsch von wegen ›Recht auf Herrschaft‹, das ist nur ›Magie ist Macht‹ neu aufgewärmt.","»All dieser Quatsch von wegen ›Recht auf Herrschaft‹, das ist nur ›Magie ist {{c1::Macht‹}} neu aufgewärmt.",1,07_harry_potter_und_die_heiligtuemer_des_todes
marmorweiß,,marmorweiß,ADV,,,,,,,"Es war marmorweiß und so reglos, dass es ein Schock war, als er zu sprechen begann und es sichtbar wurde, dass sich Leben hinter diesen leeren Augen verbarg.","Es war {{c1::marmorweiß}} und so reglos, dass es ein Schock war, als er zu sprechen begann und es sichtbar wurde, dass sich Leben hinter diesen leeren Augen verbarg.",1,07_harry_potter_und_die_heiligtuemer_des_todes
meins,,meins,ADV,,,,,,,"»Das ist nicht Euers, Missis, das ist meins, ich hab's nämlich gefunden.«","»Das ist nicht Euers, Missis, das ist {{c1::meins}}, ich hab's nämlich gefunden.«",2,07_harry_potter_und_die_heiligtuemer_des_todes
nachklang,,nachklang,ADV,,,,,,,"In der Stille bildete Harry sich ein, die Schlange leise zischen zu hören, während sie sich ein- und wieder aufrollte, oder war es Voldemorts zischendes Seufzen, das in der Luft nachklang?","In der Stille bildete Harry sich ein, die Schlange leise zischen zu hören, während sie sich ein- und wieder aufrollte, oder war es Voldemorts zischendes Seufzen, das in der Luft {{c1::nachklang}}?",2,07_harry_potter_und_die_heiligtuemer_des_todes
nothwendig,,nothwendig,ADV,,,,,,,"Denn Diejenigen, die im Allgegenwärtigen lieben und leben, müssen nothwendig einander gegenwärtig seyn.","Denn Diejenigen, die im Allgegenwärtigen lieben und leben, müssen {{c1::nothwendig}} einander gegenwärtig seyn.",1,07_harry_potter_und_die_heiligtuemer_des_todes
obendrein,,obendrein,ADV,,,,,,,Der Dieb nahm den Zauberstab und schnitt dem ältesten Bruder obendrein die Kehle durch.,Der Dieb nahm den Zauberstab und schnitt dem ältesten Bruder {{c1::obendrein}} die Kehle durch.,1,07_harry_potter_und_die_heiligtuemer_des_todes
obgleich,,obgleich,ADV,,,,,,,"Harry blickte hinab und verspürte einen weiteren dumpfen Schlag in den Magen: Colin Creevey, obgleich minderjährig, musste sich zurückgeschlichen haben, genau wie Malfoy, Crabbe und Goyle.","Harry blickte hinab und verspürte einen weiteren dumpfen Schlag in den Magen: Colin Creevey, {{c1::obgleich}} minderjährig, musste sich zurückgeschlichen haben, genau wie Malfoy, Crabbe und Goyle.",1,07_harry_potter_und_die_heiligtuemer_des_todes
obligatorisch,,obligatorisch,ADV,,,,,,,"»Der Schulbesuch ist jetzt obligatorisch für alle jungen Hexen und Zauberer«, antwortete er.","»Der Schulbesuch ist jetzt {{c1::obligatorisch}} für alle jungen Hexen und Zauberer«, antwortete er.",1,07_harry_potter_und_die_heiligtuemer_des_todes
ostentativ,,ostentativ,ADV,,,,,,,"»Hier«, sagte Hagrid barsch, hob Mundungus am Kragen hoch und setzte ihn neben Fleur wieder ab, die ostentativ ihre Nase rümpfte und wegging, um sich stattdessen zwischen Fred und George zu stellen.","»Hier«, sagte Hagrid barsch, hob Mundungus am Kragen hoch und setzte ihn neben Fleur wieder ab, die {{c1::ostentativ}} ihre Nase rümpfte und wegging, um sich stattdessen zwischen Fred und George zu stellen.",1,07_harry_potter_und_die_heiligtuemer_des_todes
pfleglich,,pfleglich,ADV,,,,,,,"»Die hier ist leider nicht neu wie die von Ron, sie gehörte eigentlich meinem Bruder Fabian, und er ging nicht besonders pfleglich mit seinen Sachen um, auf der Rückseite hat sie ein paar Macken, aber –«","»Die hier ist leider nicht neu wie die von Ron, sie gehörte eigentlich meinem Bruder Fabian, und er ging nicht besonders {{c1::pfleglich}} mit seinen Sachen um, auf der Rückseite hat sie ein paar Macken, aber –«",1,07_harry_potter_und_die_heiligtuemer_des_todes
plausibel,,plausibel,ADV,,,,,,,Das ist alles plausibel!,Das ist alles {{c1::plausibel}}!,1,07_harry_potter_und_die_heiligtuemer_des_todes
präzise,,präzise,ADV,,,,,,,"Voldemort hob den Elderstab, hielt ihn so zart und präzise wie ein Dirigent seinen Taktstock.","Voldemort hob den Elderstab, hielt ihn so zart und {{c1::präzise}} wie ein Dirigent seinen Taktstock.",1,07_harry_potter_und_die_heiligtuemer_des_todes
radieschenrot,,radieschenrot,ADV,,,,,,,"»Haltlose und hinterhältige Gerüchte«, sagte Doge und lief wieder radieschenrot an.","»Haltlose und hinterhältige Gerüchte«, sagte Doge und lief wieder {{c1::radieschenrot}} an.",1,07_harry_potter_und_die_heiligtuemer_des_todes
rauszuwinden,,rauszuwinden,ADV,,,,,,,"»Schrecklicher alter Heuchler, sagt allen anderen, dass sie dir helfen sollen, und versucht sich selber da rauszuwinden.","»Schrecklicher alter Heuchler, sagt allen anderen, dass sie dir helfen sollen, und versucht sich selber da {{c1::rauszuwinden}}.",1,07_harry_potter_und_die_heiligtuemer_des_todes
reserviert,,reserviert,ADV,,,,,,,Albus war reservierter als zuvor und bei weitem nicht mehr so unbeschwert.,Albus war {{c1::reservierter}} als zuvor und bei weitem nicht mehr so unbeschwert.,1,07_harry_potter_und_die_heiligtuemer_des_todes
ringsrum,,ringsrum,ADV,,,,,,,"»Zufälle!«, schrie Voldemort, aber nach wie vor schlug er nicht zu, und die Menge ringsrum war erstarrt, wie versteinert, und von den Hunderten in der Halle schien niemand zu atmen außer den beiden. »","»Zufälle!«, schrie Voldemort, aber nach wie vor schlug er nicht zu, und die Menge {{c1::ringsrum}} war erstarrt, wie versteinert, und von den Hunderten in der Halle schien niemand zu atmen außer den beiden. »",1,07_harry_potter_und_die_heiligtuemer_des_todes
ringsumh,,ringsumh,ADV,,,,,,,Die Geräusche des Waldes ringsumher waren im Zelt kaum zu hören;,Die Geräusche des Waldes {{c1::ringsumher}} waren im Zelt kaum zu hören;,1,07_harry_potter_und_die_heiligtuemer_des_todes
rundherum,,rundherum,ADV,,,,,,,"Er blickte in ihr gespanntes, erwartungsvolles Gesicht und sah dann nachdenklich hinaus in die Dunkelheit rundherum.","Er blickte in ihr gespanntes, erwartungsvolles Gesicht und sah dann nachdenklich hinaus in die Dunkelheit {{c1::rundherum}}.",1,07_harry_potter_und_die_heiligtuemer_des_todes
rückwärtsgehend,,rückwärtsgehend,ADV,,,,,,,"Langsam rückwärtsgehend schob er sich auf die Stelle zu, wo der Horkrux verkehrt herum auf der Büste saß.","Langsam {{c1::rückwärtsgehend}} schob er sich auf die Stelle zu, wo der Horkrux verkehrt herum auf der Büste saß.",1,07_harry_potter_und_die_heiligtuemer_des_todes
schlafbedürftig,,schlafbedürftig,ADV,,,,,,,"Harry hielt den Elderstab empor, und Ron und Hermine blickten ihn mit einer Ehrfurcht an, die Harry, so benebelt und schlafbedürftig er auch war, nicht gerne sah.","Harry hielt den Elderstab empor, und Ron und Hermine blickten ihn mit einer Ehrfurcht an, die Harry, so benebelt und {{c1::schlafbedürftig}} er auch war, nicht gerne sah.",1,07_harry_potter_und_die_heiligtuemer_des_todes
schlapp,,schlapp,ADV,,,,,,,"»Nun denn«, sagte Aberforth, als sie sich satt gegessen hatten und Harry und Ron schläfrig und schlapp in ihren Sesseln hingen.","»Nun denn«, sagte Aberforth, als sie sich satt gegessen hatten und Harry und Ron schläfrig und {{c1::schlapp}} in ihren Sesseln hingen.",1,07_harry_potter_und_die_heiligtuemer_des_todes
schlenkernd,,schlenkernd,ADV,,,,,,,"Dann bestätigte die junge Hexe neben ihm seinen Verdacht, als sie, immer noch mit ihrem Zauberstab wedelnd und schlenkernd, sagte: »Weiß jemand, ob die alte Sabberhexe den ganzen Tag Schlammblüter verhören wird?«","Dann bestätigte die junge Hexe neben ihm seinen Verdacht, als sie, immer noch mit ihrem Zauberstab wedelnd und {{c1::schlenkernd}}, sagte: »Weiß jemand, ob die alte Sabberhexe den ganzen Tag Schlammblüter verhören wird?«",1,07_harry_potter_und_die_heiligtuemer_des_todes
