front,back,lemma,pos,gender,plural,plural_display,plural_alternatives,translations,translation_source,example,example_cloze,frequency,book
"die Ambition, -en",,Ambition,NOUN,feminine,Ambitionen,-en,,,,"Ich bin gezwungen, zu vermuten, dass er seine Ambition nie erfüllte, die","Ich bin gezwungen, zu vermuten, dass er seine {{c1::Ambition}} nie erfüllte, die",2,06_harry_potter_und_der_halbblutprinz
"der Amtantritt, -",,Amtantritt,NOUN,masculine,,,,,,"Innerhalb von Stunden nach Scrimgeours Amtantritt trafen wir uns, und er","Innerhalb von Stunden nach Scrimgeours {{c1::Amtantritt}} trafen wir uns, und er",1,06_harry_potter_und_der_halbblutprinz
"der Amulettverkäufer, -",,Amulettverkäufer,NOUN,masculine,,,,,,"""Wenn ich beruflich hier wäre…"" sagte Mr. Weasley, den Amulettverkäufer","""Wenn ich beruflich hier wäre…"" sagte Mr. Weasley, den {{c1::Amulettverkäufer}}",1,06_harry_potter_und_der_halbblutprinz
"der Amycus, -",,Amycus,NOUN,masculine,Amycus,-,,,,"'Wir haben ein Problem, Snape ' sagte der plumpe Amycus, dessen Augen und","'Wir haben ein Problem, Snape ' sagte der plumpe {{c1::Amycus}}, dessen Augen und",3,06_harry_potter_und_der_halbblutprinz
"die Ananas, -",,Ananas,NOUN,feminine,Ananas,-,Ananasse; Ananassen,,,"Wein, die Andere suchte in einem Karton mit kristallisiertes Ananas.","Wein, die Andere suchte in einem Karton mit kristallisiertes {{c1::Ananas}}.",7,06_harry_potter_und_der_halbblutprinz
"das Anapneo, -",,Anapneo,NOUN,neuter,,,,,,"""Anapneo"" deutend, sagte Slughorn ruhig, mit seinem Zauberstab auf Belby","""{{c1::Anapneo}}"" deutend, sagte Slughorn ruhig, mit seinem Zauberstab auf Belby",1,06_harry_potter_und_der_halbblutprinz
"das Anderes, -",,Anderes,NOUN,neuter,,,,,,Anderes. .,{{c1::Anderes}}. .,1,06_harry_potter_und_der_halbblutprinz
"die Anekdote, -n",,Anekdote,NOUN,feminine,Anekdoten,-n,,,,Der Nachmittag verging mehr oder weniger mit Anekdoten über ausgezeichnete,Der Nachmittag verging mehr oder weniger mit {{c1::Anekdoten}} über ausgezeichnete,2,06_harry_potter_und_der_halbblutprinz
"das Angekotzt, -",,Angekotzt,NOUN,neuter,,,,,,"Angekotzt auf Seite zweiundfünfzig, aber- ""","{{c1::Angekotzt}} auf Seite zweiundfünfzig, aber- """,1,06_harry_potter_und_der_halbblutprinz
"die Angestarre, -",,Angestarre,NOUN,feminine,,,,,,"Angestarre zu vermeiden,","{{c1::Angestarre}} zu vermeiden,",1,06_harry_potter_und_der_halbblutprinz
"die Anmerkung, -en",,Anmerkung,NOUN,feminine,Anmerkungen,-en,,,,"."" sagte Professor McGonagall, ihre Anmerkungen","."" sagte Professor McGonagall, ihre {{c1::Anmerkungen}}",5,06_harry_potter_und_der_halbblutprinz
"der Ansager, -n",,Ansager,NOUN,masculine,Ansagern,-n,Ansager,,,"Stimme eines Ansagers der einen Star einführt, sagte Slughorn.","Stimme eines {{c1::Ansagers}} der einen Star einführt, sagte Slughorn.",1,06_harry_potter_und_der_halbblutprinz
"der Ansatz, -Ansätze",,Ansatz,NOUN,masculine,Ansätze,-Ansätze,Ansätzen,,,Er klickte mit seinen messerscharfen Schnabel an ihrem Ansatz,Er klickte mit seinen messerscharfen Schnabel an ihrem {{c1::Ansatz}},1,06_harry_potter_und_der_halbblutprinz
"die Ansprache, -n",,Ansprache,NOUN,feminine,Ansprachen,-n,,,,Weasley beendete ihre Ansprache und sah,Weasley beendete ihre {{c1::Ansprache}} und sah,2,06_harry_potter_und_der_halbblutprinz
"die Anstellung, -en",,Anstellung,NOUN,feminine,Anstellungen,-en,,,,"reisen, um Ihnen lediglich Glück zu wünschen für ihren Versuch eine Anstellung als","reisen, um Ihnen lediglich Glück zu wünschen für ihren Versuch eine {{c1::Anstellung}} als",1,06_harry_potter_und_der_halbblutprinz
"Anti-Eindringlings-Zauber, -",,Anti-Eindringlings-Zauber,NOUN,,Anti-Eindringlings-Zauber,-,,,,"""Anti-Eindringlings-Zauber auf","""{{c1::Anti-Eindringlings-Zauber}} auf",1,06_harry_potter_und_der_halbblutprinz
"die Anti-Flüche, -",,Anti-Flüche,NOUN,feminine,,,,,,"Konterzauber… Anti-Flüche…""","Konterzauber… {{c1::Anti-Flüche}}…""",1,06_harry_potter_und_der_halbblutprinz
"Anwerbungsgeländ, -e",,Anwerbungsgeländ,NOUN,,Anwerbungsgelände,-e,,,,"nützliches Anwerbungsgelände betrachtete, als Ort wo er beginnt, sich eine Armee","nützliches {{c1::Anwerbungsgelände}} betrachtete, als Ort wo er beginnt, sich eine Armee",1,06_harry_potter_und_der_halbblutprinz
"die Anziehung, -en",,Anziehung,NOUN,feminine,Anziehungen,-en,,,,"denke, dass er immer noch eine große Anziehung zur Schule fühlte, und dass er","denke, dass er immer noch eine große {{c1::Anziehung}} zur Schule fühlte, und dass er",1,06_harry_potter_und_der_halbblutprinz
"die Anzugsjack, -",,Anzugsjack,NOUN,feminine,,,,,,"Dumbledore seinen Zauberstab aus einer Innentasche seiner Anzugsjacke, richtete","Dumbledore seinen Zauberstab aus einer Innentasche seiner {{c1::Anzugsjacke}}, richtete",1,06_harry_potter_und_der_halbblutprinz
"der Aparier-Test, -",,Aparier-Test,NOUN,masculine,,,,,,Nachmittag fast leer weil viele von uns beim Aparier-Test sind. .,Nachmittag fast leer weil viele von uns beim {{c1::Aparier-Test}} sind. .,1,06_harry_potter_und_der_halbblutprinz
"der Apfelkern, -e",,Apfelkern,NOUN,masculine,Apfelkerne,-e,Apfelkernen,,,"Eulenfedern, Apfelkerne, und Verpackungen von Süßigkeiten","Eulenfedern, {{c1::Apfelkerne}}, und Verpackungen von Süßigkeiten",1,06_harry_potter_und_der_halbblutprinz
"die Apparierender, -",,Apparierender,NOUN,feminine,,,,,,Zaubererwohnungen sind im Übrigen gegen uneingeladene Apparierende,Zaubererwohnungen sind im Übrigen gegen uneingeladene {{c1::Apparierende}},1,06_harry_potter_und_der_halbblutprinz
"der Appariertest, -",,Appariertest,NOUN,masculine,,,,,,"euren Appariertest in dieser Zeit vorzubereiten, -""","euren {{c1::Appariertest}} in dieser Zeit vorzubereiten, -""",2,06_harry_potter_und_der_halbblutprinz
"der Apparierunterricht, -",,Apparierunterricht,NOUN,masculine,,,,,,"Durch den Apparierunterricht, Quidditch,","Durch den {{c1::Apparierunterricht}}, Quidditch,",1,06_harry_potter_und_der_halbblutprinz
"der Aprilscherz, -e",,Aprilscherz,NOUN,masculine,Aprilscherze,-e,Aprilscherzen,,,"""Sie sind - sie sind also kein Aprilscherz?""","""Sie sind - sie sind also kein {{c1::Aprilscherz}}?""",1,06_harry_potter_und_der_halbblutprinz
"die Arbeitsbelastung, -en",,Arbeitsbelastung,NOUN,feminine,Arbeitsbelastungen,-en,,,,"Ein Ergebnis ihrer enormen Arbeitsbelastung und die vielen Stunden,","Ein Ergebnis ihrer enormen {{c1::Arbeitsbelastung}} und die vielen Stunden,",1,06_harry_potter_und_der_halbblutprinz
"die Arena, -Arenen",,Arena,NOUN,feminine,Arenen,-Arenen,,,,"war ein Unterschied, ob man in eine Arena geschliffen wird, um einem","war ein Unterschied, ob man in eine {{c1::Arena}} geschliffen wird, um einem",2,06_harry_potter_und_der_halbblutprinz
"die Arge, -n",,Arge,NOUN,feminine,Argen,-n,,,,"""Es ist weil er erst 16 ist und keine Ahnung hat was im Argen liegt!","""Es ist weil er erst 16 ist und keine Ahnung hat was im {{c1::Argen}} liegt!",1,06_harry_potter_und_der_halbblutprinz
"das Arginin, -e",,Arginin,NOUN,neuter,Arginine,-e,Argininen,,,kein Anzeichen für ärger.,kein Anzeichen für {{c1::ärger}}.,1,06_harry_potter_und_der_halbblutprinz
"die Arithmatik, -",,Arithmatik,NOUN,feminine,,,,,,"Arithmatik, Uralte Runen, und Zaubertränke, und abschließend zu","{{c1::Arithmatik}}, Uralte Runen, und Zaubertränke, und abschließend zu",2,06_harry_potter_und_der_halbblutprinz
"die Arkie, -",,Arkie,NOUN,feminine,,,,,,Arkie Philpott eine Rechtschaffenheitsprüfung durchgemacht…,{{c1::Arkie}} Philpott eine Rechtschaffenheitsprüfung durchgemacht…,1,06_harry_potter_und_der_halbblutprinz
"die Armbinde, -n",,Armbinde,NOUN,feminine,Armbinden,-n,,,,Er hatte sich eine schwarze Armbinde aus etwas,Er hatte sich eine schwarze {{c1::Armbinde}} aus etwas,1,06_harry_potter_und_der_halbblutprinz
"die Armut, -",,Armut,NOUN,feminine,,,,,,"und Armut, mit einer sehr unangenehmen Laune hinterlassen,","und {{c1::Armut}}, mit einer sehr unangenehmen Laune hinterlassen,",1,06_harry_potter_und_der_halbblutprinz
"die Arroganz, -en",,Arroganz,NOUN,feminine,Arroganzen,-en,,,,"Menge von Arroganz und Stolz, und einem Paar von Familienerbstücken, die er","Menge von {{c1::Arroganz}} und Stolz, und einem Paar von Familienerbstücken, die er",2,06_harry_potter_und_der_halbblutprinz
"das Artefakt, -e",,Artefakt,NOUN,neuter,Artefakte,-e,Artefakten,,,Artefakte um ihn herum verschwunden sind.,{{c1::Artefakte}} um ihn herum verschwunden sind.,1,06_harry_potter_und_der_halbblutprinz
"der Aspekt, -e",,Aspekt,NOUN,masculine,Aspekte,-e,Aspekten,,,zu diesem Aspekt der Zauberei hingezogen worden.,zu diesem {{c1::Aspekt}} der Zauberei hingezogen worden.,1,06_harry_potter_und_der_halbblutprinz
"das Asyl, -e",,Asyl,NOUN,neuter,Asyle,-e,Asylen,,,"Das Asyl, das ist woher du bist, oder?","Das {{c1::Asyl}}, das ist woher du bist, oder?",3,06_harry_potter_und_der_halbblutprinz
"die Atmung, -en",,Atmung,NOUN,feminine,Atmungen,-en,,,,"zeigend, dessen Atmung sich sofort zu bessern schien.","zeigend, dessen {{c1::Atmung}} sich sofort zu bessern schien.",2,06_harry_potter_und_der_halbblutprinz
"die Attraktion, -en",,Attraktion,NOUN,feminine,Attraktionen,-en,,,,"sehen, welche Attraktionen die Stelle für ihn bot, wenn wir Hokey' s Erinnerung","sehen, welche {{c1::Attraktionen}} die Stelle für ihn bot, wenn wir Hokey' s Erinnerung",1,06_harry_potter_und_der_halbblutprinz
"der Aubreys, -",,Aubreys,NOUN,masculine,,,,,,Aubreys Kopf erreichte dadurch die,{{c1::Aubreys}} Kopf erreichte dadurch die,1,06_harry_potter_und_der_halbblutprinz
"die Audienz, -en",,Audienz,NOUN,feminine,Audienzen,-en,,,,Audienz mit Fudge an seinem allerersten Abend als Premierminister.,{{c1::Audienz}} mit Fudge an seinem allerersten Abend als Premierminister.,1,06_harry_potter_und_der_halbblutprinz
"das AufGrund, -",,AufGrund,NOUN,neuter,,,,,,"entlang, viele seltsame Blicke auf sich ziehend, aufGrund des üppig geschnittenen","entlang, viele seltsame Blicke auf sich ziehend, {{c1::aufGrund}} des üppig geschnittenen",1,06_harry_potter_und_der_halbblutprinz
"der Aufpasser, -n",,Aufpasser,NOUN,masculine,Aufpassern,-n,Aufpasser,,,"er heimlich rumschleicht mit Crabbe und Goyle als Aufpasser, versuche ich mit","er heimlich rumschleicht mit Crabbe und Goyle als {{c1::Aufpasser}}, versuche ich mit",1,06_harry_potter_und_der_halbblutprinz
"die Aufrichtigkeit, -en",,Aufrichtigkeit,NOUN,feminine,Aufrichtigkeiten,-en,,,,"hatten, obwohl Harry nicht meinte, dass Aufrichtigkeit die beste Politik so kurz vor","hatten, obwohl Harry nicht meinte, dass {{c1::Aufrichtigkeit}} die beste Politik so kurz vor",3,06_harry_potter_und_der_halbblutprinz
"das Aufsatzs, -",,Aufsatzs,NOUN,neuter,,,,,,"""Sieht so aus, "" sagte Hermine, die auf den Titel seines Aufsatzs zeigt,"" weil","""Sieht so aus, "" sagte Hermine, die auf den Titel seines {{c1::Aufsatzs}} zeigt,"" weil",1,06_harry_potter_und_der_halbblutprinz
"der Augenscheinlich, -",,Augenscheinlich,NOUN,masculine,,,,,,"Dumbledore zu Onkel Vernon, ""aber Augenscheinlich suggerieren sie das ich","Dumbledore zu Onkel Vernon, ""aber {{c1::Augenscheinlich}} suggerieren sie das ich",1,06_harry_potter_und_der_halbblutprinz
"die Auktion, -en",,Auktion,NOUN,feminine,Auktionen,-en,,,,"Er hörte sich an wie ein aufgeregter Sammler, der eine Auktion gewonnen hat.","Er hörte sich an wie ein aufgeregter Sammler, der eine {{c1::Auktion}} gewonnen hat.",1,06_harry_potter_und_der_halbblutprinz
"das Auroren-Zentrale, -",,Auroren-Zentrale,NOUN,neuter,,,,,,"Nachbar anders als sonst verhält, kontaktieren sie sofort das Auroren-Zentrale.","Nachbar anders als sonst verhält, kontaktieren sie sofort das {{c1::Auroren-Zentrale}}.",2,06_harry_potter_und_der_halbblutprinz
"die Aurorengriff, -",,Aurorengriff,NOUN,feminine,,,,,,Aurorengriff.,{{c1::Aurorengriff}}.,1,06_harry_potter_und_der_halbblutprinz
"der Ausbilder, -n",,Ausbilder,NOUN,masculine,Ausbildern,-n,Ausbilder,,,Wochen Kurs im apparieren bei einem Ausbilder des Zaubereiministeriums,Wochen Kurs im apparieren bei einem {{c1::Ausbilder}} des Zaubereiministeriums,3,06_harry_potter_und_der_halbblutprinz
"Ausbildungsthem, -en",,Ausbildungsthem,NOUN,,Ausbildungsthemen,-en,,,,"Harry mit detaillierten Ausbildungsthemen, so dass Harry mehrfach gezwungen","Harry mit detaillierten {{c1::Ausbildungsthemen}}, so dass Harry mehrfach gezwungen",1,06_harry_potter_und_der_halbblutprinz
"die Ausbreitung, -en",,Ausbreitung,NOUN,feminine,Ausbreitungen,-en,,,,"Snape möglich eine rasche Ausbreitung des Fluches zu verhindern…""","Snape möglich eine rasche {{c1::Ausbreitung}} des Fluches zu verhindern…""",1,06_harry_potter_und_der_halbblutprinz
"die Ausgangssperre, -n",,Ausgangssperre,NOUN,feminine,Ausgangssperren,-n,,,,"""Ich versuchte die Ausgangssperre zu","""Ich versuchte die {{c1::Ausgangssperre}} zu",3,06_harry_potter_und_der_halbblutprinz
"die Ausgelassenheit, -en",,Ausgelassenheit,NOUN,feminine,Ausgelassenheiten,-en,,,,"statt Ausgelassenheit ansah, lachte jedes Mal darüber.","statt {{c1::Ausgelassenheit}} ansah, lachte jedes Mal darüber.",1,06_harry_potter_und_der_halbblutprinz
"der Ausgleich, -e",,Ausgleich,NOUN,masculine,Ausgleiche,-e,Ausgleichen,,,"Ausgleich, aber Luna schien das nicht bemerkt zu haben;","{{c1::Ausgleich}}, aber Luna schien das nicht bemerkt zu haben;",1,06_harry_potter_und_der_halbblutprinz
"das Aushängeschild, -er",,Aushängeschild,NOUN,neuter,Aushängeschilder,-er,Aushängeschildern,,,Aushängeschild des Ministeriums werde.,{{c1::Aushängeschild}} des Ministeriums werde.,1,06_harry_potter_und_der_halbblutprinz
"der Ausruf, -e",,Ausruf,NOUN,masculine,Ausrufe,-e,Ausrufen,,,hin und wieder einen Ausruf des Vergnügens hören ließ.,hin und wieder einen {{c1::Ausruf}} des Vergnügens hören ließ.,2,06_harry_potter_und_der_halbblutprinz
"das Aussehender, -",,Aussehender,NOUN,neuter,,,,,,Ein heruntergekommen Aussehender kleiner Zauberer klapperte mit Armen voll,Ein heruntergekommen {{c1::Aussehender}} kleiner Zauberer klapperte mit Armen voll,1,06_harry_potter_und_der_halbblutprinz
"AussehenderSpielkart, -aussehenderSpielkarten",,AussehenderSpielkart,NOUN,,aussehenderSpielkarten,-aussehenderSpielkarten,,,,"als sie einen Packen schmutzig aussehenderSpielkarten mischte, sie lesend als sie","als sie einen Packen schmutzig {{c1::aussehenderSpielkarten}} mischte, sie lesend als sie",1,06_harry_potter_und_der_halbblutprinz
"die Aussicht--, -",,Aussicht--,NOUN,feminine,,,,,,"aufgeregt bei der Aussicht--""","aufgeregt bei der {{c1::Aussicht--}}""",1,06_harry_potter_und_der_halbblutprinz
"die Ausstattung, -en",,Ausstattung,NOUN,feminine,Ausstattungen,-en,,,,"seine Liste der Ausstattung enthielt, und nachdem er Riddle genau erklärte wie man","seine Liste der {{c1::Ausstattung}} enthielt, und nachdem er Riddle genau erklärte wie man",1,06_harry_potter_und_der_halbblutprinz
"der Autor, -en",,Autor,NOUN,masculine,Autoren,-en,,,,"triffst, Autor von ' Blutbrüder: Mein Leben unter Vampiren ' - und, natürlich,","triffst, {{c1::Autor}} von ' Blutbrüder: Mein Leben unter Vampiren ' - und, natürlich,",1,06_harry_potter_und_der_halbblutprinz
"das Außergewöhnliches, -",,Außergewöhnliches,NOUN,neuter,,,,,,irgendetwas Außergewöhnliches tat.,irgendetwas {{c1::Außergewöhnliches}} tat.,1,06_harry_potter_und_der_halbblutprinz
"Axebang, -er",,Axebang,NOUN,,Axebanger,-er,,,,"nicht den kleinsten Beweis finden, dass Bungs oder Axebanger jemals","nicht den kleinsten Beweis finden, dass Bungs oder {{c1::Axebanger}} jemals",1,06_harry_potter_und_der_halbblutprinz
"der Axebanger, -",,Axebanger,NOUN,masculine,,,,,,"Rupert ""Axebanger"" Brookstanton ...","Rupert ""{{c1::Axebanger}}"" Brookstanton ...",1,06_harry_potter_und_der_halbblutprinz
"die B.Elfe, -",,B.Elfe,NOUN,feminine,,,,,,"Gesellschaft, die Hermine gegründet hatte, B.Elfe.","Gesellschaft, die Hermine gegründet hatte, {{c1::B.Elfe}}.",1,06_harry_potter_und_der_halbblutprinz
"der Babydrachen, -",,Babydrachen,NOUN,masculine,,,,,,"Typ war der einem bösartigen Babydrachen einen Teddy geben würde, sah ihn","Typ war der einem bösartigen {{c1::Babydrachen}} einen Teddy geben würde, sah ihn",1,06_harry_potter_und_der_halbblutprinz
"der Backenzahn, -Backenzähne",,Backenzahn,NOUN,masculine,Backenzähne,-Backenzähne,Backenzähnen,,,Steinkuchen nach ominösen Geräusch von seinen Backenzähne zurückgelegt.,Steinkuchen nach ominösen Geräusch von seinen {{c1::Backenzähne}} zurückgelegt.,1,06_harry_potter_und_der_halbblutprinz
"das Backsteinhaus, -Backsteinhäuser",,Backsteinhaus,NOUN,neuter,Backsteinhäuser,-Backsteinhäuser,Backsteinhäusern,,,"nach, diesmal Abstand haltend, als sie tiefer in das Labyrinth von Backsteinhäusern","nach, diesmal Abstand haltend, als sie tiefer in das Labyrinth von {{c1::Backsteinhäusern}}",1,06_harry_potter_und_der_halbblutprinz
"Badekostüm, -",,Badekostüm,NOUN,,Badekostüm,-,,,,Badekostüm.,{{c1::Badekostüm}}.,1,06_harry_potter_und_der_halbblutprinz
"die Baldrianwurzel, -n",,Baldrianwurzel,NOUN,feminine,Baldrianwurzeln,-n,,,,sah er Malfoy so schnell er konnte Baldrianwurzeln zerschneiden.,sah er Malfoy so schnell er konnte {{c1::Baldrianwurzeln}} zerschneiden.,1,06_harry_potter_und_der_halbblutprinz
"das Balgen, -",,Balgen,NOUN,neuter,,,,,,"Es gab einen lauten Knall, und ein Balgen und Quieken füllte das stille Zimmer.","Es gab einen lauten Knall, und ein {{c1::Balgen}} und Quieken füllte das stille Zimmer.",1,06_harry_potter_und_der_halbblutprinz
"die Ballade, -n",,Ballade,NOUN,feminine,Balladen,-n,,,,"Celestina Warbeck eine Ballade mit dem Titel ""Du zauberst das Herz aus mir","Celestina Warbeck eine {{c1::Ballade}} mit dem Titel ""Du zauberst das Herz aus mir",1,06_harry_potter_und_der_halbblutprinz
"die Ballerina, -Ballerinen",,Ballerina,NOUN,feminine,Ballerinen,-Ballerinen,Ballerinas,,,"Raum, ihre Arme wie eine Ballerina über dem Kopf haltend.","Raum, ihre Arme wie eine {{c1::Ballerina}} über dem Kopf haltend.",1,06_harry_potter_und_der_halbblutprinz
"der Bandwurm, -Bandwürmer",,Bandwurm,NOUN,masculine,Bandwürmer,-Bandwürmer,Bandwürmern,,,"Das Kennwort ist 'Bandwurm'!""","Das Kennwort ist '{{c1::Bandwurm}}'!""",1,06_harry_potter_und_der_halbblutprinz
"die Bardame, -n",,Bardame,NOUN,feminine,Bardamen,-n,,,,"versuchte die Augen der kurvenreichen und attraktiven Bardame, Madam Rosmerta","versuchte die Augen der kurvenreichen und attraktiven {{c1::Bardame}}, Madam Rosmerta",1,06_harry_potter_und_der_halbblutprinz
"der Barkeeper, -n",,Barkeeper,NOUN,masculine,Barkeepern,-n,Barkeeper,,,"""Oh Nein, lediglich freundlich mit den Barkeepern der Gegend ""sagte Dumbledore","""Oh Nein, lediglich freundlich mit den {{c1::Barkeepern}} der Gegend ""sagte Dumbledore",4,06_harry_potter_und_der_halbblutprinz
"der Barmixer, -",,Barmixer,NOUN,masculine,,,,,,"erkannte Harry den Barmixer, der in der anderen Hogsmeade-Kneipe arbeitete,","erkannte Harry den {{c1::Barmixer}}, der in der anderen Hogsmeade-Kneipe arbeitete,",3,06_harry_potter_und_der_halbblutprinz
"Bassgitarristin, -",,Bassgitarristin,NOUN,,,,,,,"Bassgitarristin der Schicksalsschwestern, Ernie Frang, Fahrer des fahrenden","{{c1::Bassgitarristin}} der Schicksalsschwestern, Ernie Frang, Fahrer des fahrenden",1,06_harry_potter_und_der_halbblutprinz
"das Bataillon, -e",,Bataillon,NOUN,neuter,Bataillone,-e,Bataillonen,,,"einem Bataillon Auroren, zu machen.","einem {{c1::Bataillon}} Auroren, zu machen.",1,06_harry_potter_und_der_halbblutprinz
"der Bauingenieur, -e",,Bauingenieur,NOUN,masculine,Bauingenieure,-e,Bauingenieuren,,,"Bauingenieure, ein Kunsthistoriker und der Schatzmeister vergebens alles","{{c1::Bauingenieure}}, ein Kunsthistoriker und der Schatzmeister vergebens alles",1,06_harry_potter_und_der_halbblutprinz
"die Beaconlike, -",,Beaconlike,NOUN,feminine,,,,,,Ihre großen beaconlike,Ihre großen {{c1::beaconlike}},1,06_harry_potter_und_der_halbblutprinz
"die Beantwortung, -en",,Beantwortung,NOUN,feminine,Beantwortungen,-en,,,,Beantwortung der Frage bekam;,{{c1::Beantwortung}} der Frage bekam;,1,06_harry_potter_und_der_halbblutprinz
"der Bedarf, -e",,Bedarf,NOUN,masculine,Bedarfe,-e,Bedarfen,,,"sagen, was geschehen war, nicht das dort viel Bedarf dafür war.","sagen, was geschehen war, nicht das dort viel {{c1::Bedarf}} dafür war.",2,06_harry_potter_und_der_halbblutprinz
"der Bedauerst, -",,Bedauerst,NOUN,masculine,,,,,,Bedauerst du mich?,{{c1::Bedauerst}} du mich?,1,06_harry_potter_und_der_halbblutprinz
"der Befehlston, -",,Befehlston,NOUN,masculine,,,,,,"""Beweis es"", sagte Riddle sofort, in dem gleichen Befehlston, den er benutzt hatte","""Beweis es"", sagte Riddle sofort, in dem gleichen {{c1::Befehlston}}, den er benutzt hatte",1,06_harry_potter_und_der_halbblutprinz
"die Befestigung, -en",,Befestigung,NOUN,feminine,Befestigungen,-en,,,,Die magischen Befestigungen des Schlosses sind,Die magischen {{c1::Befestigungen}} des Schlosses sind,1,06_harry_potter_und_der_halbblutprinz
"das Beförderungsmittel, -n",,Beförderungsmittel,NOUN,neuter,Beförderungsmitteln,-n,Beförderungsmittel,,,"""Stanley Shunpike, Schaffner auf dem beliebten Zauberer Beförderungsmittel","""Stanley Shunpike, Schaffner auf dem beliebten Zauberer {{c1::Beförderungsmittel}}",1,06_harry_potter_und_der_halbblutprinz
"der Begeisterter, -",,Begeisterter,NOUN,masculine,,,,,,und Abkürzungen für Zaubertränke die ihm halfen das er sich einen begeistertern,und Abkürzungen für Zaubertränke die ihm halfen das er sich einen {{c1::begeistertern}},1,06_harry_potter_und_der_halbblutprinz
"das Behandelst--, -",,Behandelst--,NOUN,neuter,,,,,,"behandelst--""","{{c1::behandelst--}}""",1,06_harry_potter_und_der_halbblutprinz
"Beifallklatsche, -n",,Beifallklatsche,NOUN,,Beifallklatschen,-n,,,,Neuer Jubel und Beifallklatschen begrüßten ihn und er wurde,Neuer Jubel und {{c1::Beifallklatschen}} begrüßten ihn und er wurde,1,06_harry_potter_und_der_halbblutprinz
"das Beifallklatschen, -",,Beifallklatschen,NOUN,neuter,,,,,,der Schreie und des Beifallklatschens hörte Harry das Brüllen von Luna Lovegoods,der Schreie und des {{c1::Beifallklatschens}} hörte Harry das Brüllen von Luna Lovegoods,1,06_harry_potter_und_der_halbblutprinz
"der Beinahe-Kopflose-Nick, -",,Beinahe-Kopflose-Nick,NOUN,masculine,,,,,,"sogar der Beinahe-Kopflose-Nick,","sogar der {{c1::Beinahe-Kopflose-Nick}},",1,06_harry_potter_und_der_halbblutprinz
"die Beinklammer, -",,Beinklammer,NOUN,feminine,,,,,,"versuchte eine Beinklammer, der an Malfoys Ohr vorbei an die Wand prallte,","versuchte eine {{c1::Beinklammer}}, der an Malfoys Ohr vorbei an die Wand prallte,",1,06_harry_potter_und_der_halbblutprinz
"der Beispiel--, -",,Beispiel--,NOUN,masculine,,,,,,"Auf Hogwarts zum Beispiel--""","Auf Hogwarts zum {{c1::Beispiel--}}""",1,06_harry_potter_und_der_halbblutprinz
"die Beitragen--, -",,Beitragen--,NOUN,feminine,,,,,,"Sterblichkeitsrate beitragen--""","Sterblichkeitsrate {{c1::beitragen--}}""",1,06_harry_potter_und_der_halbblutprinz
"das Belby, -",,Belby,NOUN,neuter,,,,,,"Belby, der dünn und nervös- guckend war, gab ein gezwungenes Lächeln von","{{c1::Belby}}, der dünn und nervös- guckend war, gab ein gezwungenes Lächeln von",4,06_harry_potter_und_der_halbblutprinz
"Belibte, -belibtesten",,Belibte,NOUN,,belibtesten,-belibtesten,,,,"die Runde, die belibtesten waren Hundeatem und Dungkopf.","die Runde, die {{c1::belibtesten}} waren Hundeatem und Dungkopf.",1,06_harry_potter_und_der_halbblutprinz
"der Benutzer, -n",,Benutzer,NOUN,masculine,Benutzern,-n,Benutzer,,,"schlug dem unvorsichtigen Benutzer um den Kopf und den Nacken, und Kästen mit","schlug dem unvorsichtigen {{c1::Benutzer}} um den Kopf und den Nacken, und Kästen mit",1,06_harry_potter_und_der_halbblutprinz
"die Beobachtung, -en",,Beobachtung,NOUN,feminine,Beobachtungen,-en,,,,7. Unbestätigten Beobachtungen zu Folge können die Todesser Inferi verwenden,7. Unbestätigten {{c1::Beobachtungen}} zu Folge können die Todesser Inferi verwenden,2,06_harry_potter_und_der_halbblutprinz
"der Berater, -n",,Berater,NOUN,masculine,Beratern,-n,Berater,,,"bist der Liebling vom dunklen Lord, der Berater dem er am meisten vertraut…","bist der Liebling vom dunklen Lord, der {{c1::Berater}} dem er am meisten vertraut…",1,06_harry_potter_und_der_halbblutprinz
"Beraubte, -",,Beraubte,NOUN,,Beraubte,-,,,,"Beraubte uns, verstehst du, bevor sie davonlief.","{{c1::Beraubte}} uns, verstehst du, bevor sie davonlief.",1,06_harry_potter_und_der_halbblutprinz
"der Bergsteiger, -n",,Bergsteiger,NOUN,masculine,Bergsteigern,-n,Bergsteiger,,,Weder Bergsteiger noch Boote,Weder {{c1::Bergsteiger}} noch Boote,1,06_harry_potter_und_der_halbblutprinz
"die Bescheidenheit, -",,Bescheidenheit,NOUN,feminine,,,,,,Bescheidenheit – wäre es für meine eigene ungeheure Fertigkeit kein,{{c1::Bescheidenheit}} – wäre es für meine eigene ungeheure Fertigkeit kein,1,06_harry_potter_und_der_halbblutprinz
"die Beschlagnahme, -n",,Beschlagnahme,NOUN,feminine,Beschlagnahmen,-n,,,,Arthur Weasley vom Büro für die Entdeckung und Beschlagnahme von,Arthur Weasley vom Büro für die Entdeckung und {{c1::Beschlagnahme}} von,1,06_harry_potter_und_der_halbblutprinz
"die Beschlagnahmung, -en",,Beschlagnahmung,NOUN,feminine,Beschlagnahmungen,-en,,,,Überwachung und Beschlagnahmung der geschützten Gegenstände.,Überwachung und {{c1::Beschlagnahmung}} der geschützten Gegenstände.,1,06_harry_potter_und_der_halbblutprinz
